=== New Logging Session ===
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.00, 0.02 | Gyro: 0.2, 0.1, 0.0 || MPU2 Acc: -0.01, -0.03, -0.01 | Gyro: 0.5, 0.4, 0.4 || Time: 12031 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -7.61, -6.09, -1.27 | Gyro: -57.3, 52.8, 156.7 || MPU2 Acc: 6.16, -5.19, 1.60 | Gyro: -79.9, -20.7, 204.3 || Time: 163745 ms
Enc Cnt: 21 | Angle: 5.5° || MPU1 Acc: -7.26, -6.55, -1.01 | Gyro: -58.5, 51.7, 155.0 || MPU2 Acc: 5.91, -5.18, 1.73 | Gyro: -77.4, -23.4, 198.2 || Time: 163757 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -6.96, -6.89, -1.02 | Gyro: -60.7, 51.2, 152.0 || MPU2 Acc: 6.15, -4.81, 1.93 | Gyro: -75.7, -26.0, 192.5 || Time: 163767 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -6.88, -7.53, -1.03 | Gyro: -63.9, 49.4, 154.4 || MPU2 Acc: 6.37, -3.91, 1.83 | Gyro: -73.2, -29.3, 185.7 || Time: 163777 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -5.78, -7.84, -0.73 | Gyro: -68.7, 46.6, 157.0 || MPU2 Acc: 6.47, -3.44, 1.89 | Gyro: -68.8, -32.7, 180.7 || Time: 163787 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -4.44, -8.07, -0.37 | Gyro: -73.1, 43.5, 155.5 || MPU2 Acc: 6.37, -3.07, 1.90 | Gyro: -65.2, -37.0, 173.8 || Time: 163797 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -2.88, -8.27, 0.29 | Gyro: -75.6, 40.1, 147.8 || MPU2 Acc: 6.19, -2.30, 2.05 | Gyro: -59.9, -41.4, 163.3 || Time: 163807 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.59, -9.12, 1.13 | Gyro: -76.2, 35.7, 134.7 || MPU2 Acc: 6.66, -1.50, 2.32 | Gyro: -52.2, -44.7, 151.4 || Time: 163818 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.56, -10.43, 1.97 | Gyro: -73.1, 32.3, 122.2 || MPU2 Acc: 7.17, -1.40, 2.70 | Gyro: -46.2, -44.5, 137.2 || Time: 163827 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.96, -11.01, 2.82 | Gyro: -69.0, 24.7, 107.0 || MPU2 Acc: 7.58, -1.29, 2.67 | Gyro: -36.3, -44.6, 118.5 || Time: 163837 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.23, -12.15, 3.05 | Gyro: -61.2, 14.6, 87.3 || MPU2 Acc: 8.61, -0.79, 2.59 | Gyro: -23.1, -41.4, 95.0 || Time: 163848 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.99, -13.38, 3.08 | Gyro: -51.0, 7.6, 70.7 || MPU2 Acc: 9.50, 0.46, 2.32 | Gyro: -14.1, -35.7, 72.7 || Time: 163858 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 2.47, -14.55, 2.82 | Gyro: -36.2, 4.4, 53.6 || MPU2 Acc: 10.45, 1.78, 2.03 | Gyro: -8.9, -25.3, 47.4 || Time: 163868 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 4.14, -15.08, 2.69 | Gyro: -12.4, 5.1, 29.9 || MPU2 Acc: 11.05, 2.97, 1.68 | Gyro: -7.2, -8.3, 12.8 || Time: 163880 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -3.50, -15.65, -1.12 | Gyro: 10.9, -17.8, -52.8 || MPU2 Acc: 9.69, -8.20, 1.62 | Gyro: -5.4, -4.7, -18.9 || Time: 163890 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 1.74, -9.96, 3.76 | Gyro: 16.8, -24.5, -77.1 || MPU2 Acc: 5.93, -1.86, 2.04 | Gyro: 22.3, 2.3, -48.3 || Time: 163900 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -1.61, -10.83, 4.99 | Gyro: 23.7, -48.0, -106.1 || MPU2 Acc: 3.60, -2.17, 2.01 | Gyro: 31.0, -15.2, -67.6 || Time: 163911 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 2.35, -5.99, 2.48 | Gyro: 35.2, -50.9, -120.8 || MPU2 Acc: 8.75, 0.18, 4.18 | Gyro: 25.3, 21.6, -85.1 || Time: 163920 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -1.44, -6.47, -1.07 | Gyro: 18.4, -56.4, -145.5 || MPU2 Acc: 2.22, -2.37, 0.23 | Gyro: 40.6, -18.2, -97.3 || Time: 163930 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 3.83, 1.85, -0.90 | Gyro: 26.7, -61.5, -152.4 || MPU2 Acc: -4.00, -2.00, -2.85 | Gyro: 35.9, -13.2, -90.6 || Time: 163940 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 12.17, 7.66, -1.49 | Gyro: 14.2, -36.9, -160.1 || MPU2 Acc: -6.66, 5.00, 0.05 | Gyro: 43.4, -16.3, -81.5 || Time: 163950 ms
Enc Cnt: 3 | Angle: 1.0° || MPU1 Acc: 3.02, 2.52, -2.66 | Gyro: 6.5, -21.4, -190.6 || MPU2 Acc: -12.89, 5.64, 0.03 | Gyro: 19.4, -27.3, -106.3 || Time: 163960 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 2.63, 1.37, -0.51 | Gyro: -7.0, 3.4, -202.0 || MPU2 Acc: -6.06, 2.81, -1.14 | Gyro: 12.5, -61.9, -132.4 || Time: 163970 ms
Enc Cnt: -2 | Angle: -0.3° || MPU1 Acc: -4.73, -1.56, -1.81 | Gyro: -16.8, 5.1, -190.1 || MPU2 Acc: 1.41, -1.74, -1.53 | Gyro: 15.1, -64.9, -133.0 || Time: 163981 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -4.80, -1.65, -0.15 | Gyro: -15.5, -2.8, -170.2 || MPU2 Acc: 1.81, -0.62, -0.14 | Gyro: 16.0, -60.5, -125.6 || Time: 163990 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.10, -0.85, 1.80 | Gyro: -11.8, -0.9, -158.2 || MPU2 Acc: 1.23, 0.52, 1.23 | Gyro: 13.3, -56.3, -121.0 || Time: 164000 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -2.07, -1.88, 3.50 | Gyro: -8.0, 3.3, -153.2 || MPU2 Acc: 0.60, 0.05, 1.97 | Gyro: 13.9, -44.9, -119.6 || Time: 164011 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -3.94, -2.86, 2.97 | Gyro: 1.1, 2.2, -141.8 || MPU2 Acc: 0.84, -0.57, 1.17 | Gyro: 16.8, -36.1, -123.7 || Time: 164021 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -10.53, -6.02, 2.01 | Gyro: 5.1, 6.9, -110.9 || MPU2 Acc: 4.04, -2.58, 1.87 | Gyro: 30.8, -16.3, -133.5 || Time: 164031 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -7.35, -2.13, -1.45 | Gyro: 10.4, 17.9, -78.3 || MPU2 Acc: 2.55, -2.24, 1.05 | Gyro: 21.3, -11.8, -126.9 || Time: 164043 ms
Enc Cnt: -1 | Angle: -0.5° || MPU1 Acc: -10.53, -13.05, -12.41 | Gyro: 2.9, 33.9, -33.6 || MPU2 Acc: -0.25, -9.66, 13.48 | Gyro: 30.5, -25.2, -119.2 || Time: 164053 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -2.83, -1.29, -1.29 | Gyro: 11.6, -9.3, -23.6 || MPU2 Acc: -0.60, 3.83, -2.51 | Gyro: 10.3, -12.9, -110.0 || Time: 164063 ms
Enc Cnt: 8 | Angle: 1.8° || MPU1 Acc: -0.38, 0.03, -1.87 | Gyro: 7.6, -6.4, 1.2 || MPU2 Acc: 0.53, 0.21, -3.22 | Gyro: 18.0, -13.2, -102.2 || Time: 164076 ms
Enc Cnt: 12 | Angle: 2.7° || MPU1 Acc: 0.32, 0.04, 0.41 | Gyro: 6.9, -5.6, 0.3 || MPU2 Acc: 1.20, 0.06, 0.53 | Gyro: 23.2, -8.7, -96.9 || Time: 164085 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.03, -0.07, -0.19 | Gyro: 6.5, -4.4, 0.2 || MPU2 Acc: 1.75, 0.17, 0.40 | Gyro: 21.7, -6.5, -89.8 || Time: 164095 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.03, -0.06, -0.16 | Gyro: 3.1, -3.8, 0.1 || MPU2 Acc: 2.06, 0.25, 0.68 | Gyro: 18.0, -6.6, -81.6 || Time: 164106 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.29, -0.04, 0.35 | Gyro: 2.9, -0.1, -0.0 || MPU2 Acc: 2.29, 0.47, 1.51 | Gyro: 13.6, -4.7, -72.1 || Time: 164116 ms
Enc Cnt: 25 | Angle: 6.0° || MPU1 Acc: 0.04, -0.01, -0.14 | Gyro: 2.1, 1.6, -0.1 || MPU2 Acc: 2.53, 0.27, 1.03 | Gyro: 8.0, -5.2, -62.2 || Time: 164126 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.14, -0.05, 0.00 | Gyro: 2.1, 5.5, -0.3 || MPU2 Acc: 2.13, 0.35, 1.20 | Gyro: 1.9, -3.9, -53.6 || Time: 164136 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: -0.02, -0.10, -0.09 | Gyro: 1.1, 7.4, -0.2 || MPU2 Acc: 2.24, 0.35, 0.80 | Gyro: -3.5, -2.9, -46.7 || Time: 164146 ms
Enc Cnt: 31 | Angle: 7.5° || MPU1 Acc: 0.09, -0.06, 0.13 | Gyro: 0.8, 10.1, -0.2 || MPU2 Acc: 1.86, 0.27, 0.59 | Gyro: -6.2, -2.8, -40.4 || Time: 164156 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.09, -0.04, -0.22 | Gyro: 1.3, 11.0, -0.4 || MPU2 Acc: 1.74, 0.22, 0.08 | Gyro: -8.6, -3.5, -36.5 || Time: 164166 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.04, -0.08, -0.26 | Gyro: 0.6, 10.6, -0.3 || MPU2 Acc: 2.14, 0.14, -0.08 | Gyro: -8.9, -2.3, -32.5 || Time: 164177 ms
Enc Cnt: 35 | Angle: 8.5° || MPU1 Acc: 0.05, -0.11, -0.20 | Gyro: 1.0, 11.6, -0.4 || MPU2 Acc: 2.14, 0.15, 0.48 | Gyro: -9.8, -2.5, -28.5 || Time: 164186 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 0.09, -0.04, -0.20 | Gyro: 0.9, 12.8, -0.3 || MPU2 Acc: 1.93, 0.22, 0.48 | Gyro: -12.1, -2.2, -24.5 || Time: 164196 ms
Enc Cnt: 37 | Angle: 9.0° || MPU1 Acc: 0.02, -0.05, -0.31 | Gyro: 0.8, 12.6, -0.3 || MPU2 Acc: 1.87, 0.14, 0.02 | Gyro: -14.2, -1.6, -20.4 || Time: 164208 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: 0.06, -0.08, -0.37 | Gyro: 0.5, 12.2, -0.4 || MPU2 Acc: 1.88, 0.11, -0.21 | Gyro: -13.7, -1.3, -18.8 || Time: 164217 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: 0.02, -0.04, -0.39 | Gyro: 0.2, 10.7, -0.2 || MPU2 Acc: 1.64, 0.16, -0.36 | Gyro: -11.5, -1.3, -16.8 || Time: 164227 ms
Enc Cnt: 39 | Angle: 9.5° || MPU1 Acc: 0.01, -0.08, -0.43 | Gyro: 1.1, 8.9, -0.2 || MPU2 Acc: 1.43, 0.06, -0.40 | Gyro: -10.5, -0.9, -16.4 || Time: 164238 ms
Enc Cnt: 39 | Angle: 9.8° || MPU1 Acc: 0.01, -0.08, -0.40 | Gyro: 0.4, 7.5, -0.7 || MPU2 Acc: 1.17, 0.12, -0.60 | Gyro: -9.0, -1.1, -17.3 || Time: 164247 ms
Enc Cnt: 40 | Angle: 10.0° || MPU1 Acc: 0.03, -0.05, -0.54 | Gyro: 1.0, 6.6, -0.5 || MPU2 Acc: 1.49, 0.07, -0.55 | Gyro: -6.4, -0.8, -17.7 || Time: 164257 ms
Enc Cnt: 41 | Angle: 10.0° || MPU1 Acc: 0.07, -0.11, -0.34 | Gyro: 1.3, 5.0, -0.6 || MPU2 Acc: 1.70, 0.28, -0.36 | Gyro: -4.9, 0.1, -17.3 || Time: 164269 ms
Enc Cnt: 41 | Angle: 10.3° || MPU1 Acc: 0.02, -0.07, -0.47 | Gyro: 1.0, 4.0, -0.4 || MPU2 Acc: 2.03, 0.13, -0.40 | Gyro: -5.4, 1.5, -16.3 || Time: 164278 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: 0.05, -0.04, -0.38 | Gyro: 0.7, 3.4, -0.7 || MPU2 Acc: 1.77, 0.15, -0.39 | Gyro: -3.8, 3.2, -14.1 || Time: 164288 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: 0.11, -0.09, -0.23 | Gyro: 0.9, 2.2, -0.6 || MPU2 Acc: 1.39, 0.17, -0.49 | Gyro: -2.7, 2.0, -14.4 || Time: 164299 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: 0.00, -0.07, -0.59 | Gyro: 0.4, 1.1, -0.9 || MPU2 Acc: 1.52, 0.17, -0.54 | Gyro: -2.1, 1.5, -15.1 || Time: 164308 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: 0.05, -0.15, -0.43 | Gyro: 0.8, 0.6, -0.9 || MPU2 Acc: 1.73, 0.19, -0.34 | Gyro: -1.2, 1.3, -14.9 || Time: 164318 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: 0.03, -0.07, -0.50 | Gyro: 0.2, -0.1, -0.9 || MPU2 Acc: 1.91, 0.26, -0.19 | Gyro: -0.5, 2.4, -13.3 || Time: 164328 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: 0.12, -0.04, -0.54 | Gyro: 0.2, 0.2, -0.8 || MPU2 Acc: 1.77, 0.33, -0.07 | Gyro: -1.3, 2.3, -12.8 || Time: 164339 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.15, -0.10, -0.38 | Gyro: 0.6, 0.4, -0.2 || MPU2 Acc: 1.76, 0.43, -0.41 | Gyro: -1.8, 2.4, -13.0 || Time: 164348 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.17, 0.01, -0.38 | Gyro: 0.6, 0.6, -0.7 || MPU2 Acc: 1.62, 0.08, 0.05 | Gyro: -0.5, 2.4, -13.1 || Time: 164358 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: 0.04, -0.09, -0.38 | Gyro: 0.9, -0.1, -0.5 || MPU2 Acc: 1.80, 0.33, -0.29 | Gyro: 0.4, 3.0, -14.0 || Time: 164370 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: -0.89, -0.40, -1.78 | Gyro: 2.2, -4.3, -0.6 || MPU2 Acc: 1.25, 0.08, -4.88 | Gyro: -1.6, -1.4, -15.5 || Time: 164380 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 0.20, -0.04, -0.32 | Gyro: 1.9, -3.0, -0.4 || MPU2 Acc: 1.27, 0.89, 0.10 | Gyro: 2.8, 3.9, -15.4 || Time: 164390 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: -0.07, -0.35, -0.64 | Gyro: 2.2, -1.6, -0.9 || MPU2 Acc: 2.36, 0.46, -0.62 | Gyro: 2.2, 5.1, -16.8 || Time: 164401 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: -0.68, -0.44, -2.41 | Gyro: 0.7, 1.3, -2.2 || MPU2 Acc: 0.47, 0.38, 0.84 | Gyro: 5.3, 1.8, -17.4 || Time: 164411 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: 1.53, 1.22, 0.87 | Gyro: -0.3, -5.2, 1.0 || MPU2 Acc: 1.87, 0.79, -1.14 | Gyro: 3.9, 5.4, -19.1 || Time: 164421 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.36, -0.62, -0.56 | Gyro: 0.8, -5.3, 0.3 || MPU2 Acc: 1.71, 0.80, -0.58 | Gyro: 3.9, 3.6, -21.6 || Time: 164431 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: -0.20, -0.18, -0.79 | Gyro: 1.8, -2.1, -0.7 || MPU2 Acc: 1.79, 0.31, -0.27 | Gyro: 4.1, 2.8, -23.5 || Time: 164441 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.40, -0.67, -1.00 | Gyro: 1.6, -3.4, -0.1 || MPU2 Acc: 1.94, 1.01, -1.23 | Gyro: 3.5, 2.2, -25.7 || Time: 164451 ms
Enc Cnt: 53 | Angle: 13.3° || MPU1 Acc: -0.24, -0.35, -0.82 | Gyro: 1.1, -5.4, 0.3 || MPU2 Acc: 2.19, 0.85, -1.17 | Gyro: 4.8, 2.5, -27.3 || Time: 164461 ms
Enc Cnt: 54 | Angle: 13.5° || MPU1 Acc: 0.08, -0.06, -0.37 | Gyro: 0.9, -5.4, -0.2 || MPU2 Acc: 2.28, 0.32, -0.55 | Gyro: 7.5, 2.1, -27.9 || Time: 164471 ms
Enc Cnt: 55 | Angle: 13.8° || MPU1 Acc: 0.10, -0.17, -0.37 | Gyro: 1.5, -6.3, -0.4 || MPU2 Acc: 2.21, 0.39, -0.33 | Gyro: 8.0, 3.8, -27.2 || Time: 164481 ms
Enc Cnt: 56 | Angle: 14.0° || MPU1 Acc: 0.21, 0.03, -0.28 | Gyro: 0.8, -6.9, -0.4 || MPU2 Acc: 2.30, 0.38, 0.02 | Gyro: 7.0, 4.5, -26.9 || Time: 164491 ms
Enc Cnt: 57 | Angle: 14.3° || MPU1 Acc: 0.48, 0.27, -0.12 | Gyro: 0.8, -6.2, -0.7 || MPU2 Acc: 2.11, 0.06, 0.44 | Gyro: 6.6, 4.7, -26.7 || Time: 164502 ms
Enc Cnt: 58 | Angle: 14.5° || MPU1 Acc: 0.16, -0.03, -0.31 | Gyro: 0.5, -5.9, -0.9 || MPU2 Acc: 2.06, 0.63, 0.08 | Gyro: 6.5, 4.5, -26.7 || Time: 164512 ms
Enc Cnt: 60 | Angle: 14.8° || MPU1 Acc: 0.20, 0.25, -0.20 | Gyro: -1.2, -3.0, -1.1 || MPU2 Acc: 1.77, -0.04, 0.74 | Gyro: 6.1, 1.9, -27.4 || Time: 164522 ms
Enc Cnt: 60 | Angle: 15.0° || MPU1 Acc: -0.13, 0.60, -0.66 | Gyro: 2.0, -2.8, -22.0 || MPU2 Acc: 3.35, -2.36, -0.52 | Gyro: 1.8, 4.6, -31.2 || Time: 164533 ms
Enc Cnt: 60 | Angle: 15.0° || MPU1 Acc: 0.05, -0.22, -0.27 | Gyro: 1.5, -2.8, -26.2 || MPU2 Acc: 1.85, 1.13, 0.55 | Gyro: 1.9, 2.3, -32.9 || Time: 164542 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: 0.70, 0.32, 0.60 | Gyro: 0.0, -1.0, -24.2 || MPU2 Acc: 2.02, -0.11, 0.74 | Gyro: 2.6, 0.9, -33.7 || Time: 164552 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: 0.06, 0.00, -0.41 | Gyro: 2.7, -2.9, -33.4 || MPU2 Acc: 1.90, -0.19, -0.11 | Gyro: 2.1, 4.8, -38.1 || Time: 164564 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.09, 0.01, -0.43 | Gyro: 2.5, 0.9, -36.8 || MPU2 Acc: 1.94, -0.18, -0.35 | Gyro: 4.6, 0.1, -41.2 || Time: 164573 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.22, -0.07, -0.49 | Gyro: 4.1, -0.4, -43.7 || MPU2 Acc: 2.05, -0.49, -0.22 | Gyro: 4.7, 2.7, -45.2 || Time: 164583 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.07, -0.23, -0.10 | Gyro: 4.4, 0.9, -48.0 || MPU2 Acc: 1.98, 0.07, 0.09 | Gyro: 5.8, 1.4, -48.6 || Time: 164594 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.09, -0.16, -0.38 | Gyro: 5.0, 1.6, -52.9 || MPU2 Acc: 2.44, -0.40, 0.14 | Gyro: 4.3, 1.8, -51.3 || Time: 164603 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.24, -0.57, -0.05 | Gyro: 6.5, 2.6, -56.4 || MPU2 Acc: 2.55, 0.16, -0.02 | Gyro: 4.2, -0.1, -53.1 || Time: 164613 ms
Enc Cnt: 61 | Angle: 15.3° || MPU1 Acc: -0.63, -1.03, -1.25 | Gyro: 8.0, 4.2, -61.6 || MPU2 Acc: 2.40, -0.08, -1.89 | Gyro: 1.0, -1.6, -54.5 || Time: 164623 ms
Enc Cnt: 60 | Angle: 15.0° || MPU1 Acc: -1.53, -2.56, -2.00 | Gyro: 11.5, 2.0, -74.5 || MPU2 Acc: 2.70, 0.62, -3.31 | Gyro: 0.1, -5.4, -61.6 || Time: 164644 ms
Enc Cnt: 59 | Angle: 14.8° || MPU1 Acc: 1.01, 0.71, -2.47 | Gyro: 9.8, 0.1, -82.6 || MPU2 Acc: 3.72, -0.11, -1.72 | Gyro: 1.2, -3.6, -63.5 || Time: 164653 ms
Enc Cnt: 58 | Angle: 14.5° || MPU1 Acc: -3.48, -0.72, -0.65 | Gyro: 12.5, 3.0, -88.1 || MPU2 Acc: 3.60, -2.15, 4.52 | Gyro: 7.5, 7.7, -65.4 || Time: 164663 ms
Enc Cnt: 56 | Angle: 14.3° || MPU1 Acc: -0.43, -1.03, -0.66 | Gyro: 13.7, 3.6, -98.6 || MPU2 Acc: 3.06, -0.66, -0.75 | Gyro: 2.6, 1.9, -68.0 || Time: 164675 ms
Enc Cnt: 55 | Angle: 13.8° || MPU1 Acc: -1.24, -1.71, -0.32 | Gyro: 15.4, 5.8, -104.1 || MPU2 Acc: 2.80, -0.36, 0.53 | Gyro: 3.4, 1.9, -70.2 || Time: 164684 ms
Enc Cnt: 53 | Angle: 13.5° || MPU1 Acc: -1.10, -1.34, -0.55 | Gyro: 17.7, 10.5, -112.9 || MPU2 Acc: 3.05, -1.50, 0.60 | Gyro: 1.4, 0.3, -73.7 || Time: 164694 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.82, -1.37, -0.40 | Gyro: 18.4, 13.2, -125.0 || MPU2 Acc: 2.69, -1.34, 0.97 | Gyro: -0.8, -0.1, -78.2 || Time: 164704 ms
Enc Cnt: 49 | Angle: 12.5° || MPU1 Acc: -0.56, -1.60, -0.27 | Gyro: 18.4, 16.3, -134.3 || MPU2 Acc: 2.71, -0.82, 1.23 | Gyro: -3.0, -0.4, -82.4 || Time: 164714 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -0.35, -1.62, -0.05 | Gyro: 18.1, 22.8, -142.1 || MPU2 Acc: 2.30, -0.84, 1.75 | Gyro: -5.7, -4.9, -85.3 || Time: 164724 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: -0.30, -1.99, -0.20 | Gyro: 19.2, 30.3, -152.6 || MPU2 Acc: 2.84, -1.12, 1.30 | Gyro: -7.9, -10.3, -89.3 || Time: 164735 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: -1.62, -2.65, -0.56 | Gyro: 18.7, 36.6, -159.5 || MPU2 Acc: 3.27, -1.55, 1.04 | Gyro: -7.6, -16.7, -95.5 || Time: 164744 ms
Enc Cnt: 39 | Angle: 9.8° || MPU1 Acc: -1.33, -2.51, -0.71 | Gyro: 21.0, 40.0, -170.7 || MPU2 Acc: 3.21, -2.81, 0.08 | Gyro: -10.4, -16.1, -100.3 || Time: 164754 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.78, -3.26, -0.90 | Gyro: 25.2, 54.0, -191.9 || MPU2 Acc: 3.25, -1.34, 0.77 | Gyro: -13.8, -8.9, -110.3 || Time: 164766 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: -1.39, -5.79, -1.92 | Gyro: 35.7, 78.1, -198.0 || MPU2 Acc: 5.40, 0.18, 1.56 | Gyro: -26.5, 14.7, -123.7 || Time: 164775 ms
Enc Cnt: 28 | Angle: 7.2° || MPU1 Acc: -4.37, -7.36, -3.84 | Gyro: 52.5, 73.3, -203.9 || MPU2 Acc: 2.06, -4.02, 0.74 | Gyro: -33.1, -9.0, -134.5 || Time: 164785 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -6.83, -6.96, -3.51 | Gyro: 58.9, 73.9, -224.5 || MPU2 Acc: 4.38, -8.34, -0.31 | Gyro: -31.6, -3.7, -150.5 || Time: 164797 ms
Enc Cnt: 20 | Angle: 5.2° || MPU1 Acc: -5.49, -6.33, -4.10 | Gyro: 70.0, 74.6, -239.7 || MPU2 Acc: 4.65, -7.81, -2.04 | Gyro: -33.9, 7.2, -169.2 || Time: 164807 ms
Enc Cnt: 17 | Angle: 4.5° || MPU1 Acc: -8.33, -6.53, -2.30 | Gyro: 74.6, 63.2, -246.0 || MPU2 Acc: 3.41, -9.66, -1.54 | Gyro: -19.9, 4.3, -190.1 || Time: 164817 ms
Enc Cnt: 14 | Angle: 3.7° || MPU1 Acc: -8.50, -10.50, -3.74 | Gyro: 81.4, 44.4, -274.8 || MPU2 Acc: 4.95, -9.66, -2.88 | Gyro: 0.5, 5.8, -222.0 || Time: 164827 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -7.72, -8.12, -4.93 | Gyro: 90.8, 42.6, -288.7 || MPU2 Acc: 3.95, -6.42, -2.20 | Gyro: 5.3, 1.4, -243.7 || Time: 164837 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -5.29, -6.88, -4.40 | Gyro: 104.6, 62.7, -293.3 || MPU2 Acc: 5.47, -3.77, -0.36 | Gyro: -6.4, 9.2, -252.9 || Time: 164847 ms
Enc Cnt: 6 | Angle: 1.8° || MPU1 Acc: -4.42, -6.84, -4.13 | Gyro: 124.5, 88.4, -293.2 || MPU2 Acc: 5.78, -2.89, -0.13 | Gyro: -26.6, 26.6, -255.7 || Time: 164858 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -3.11, -6.26, -3.23 | Gyro: 142.6, 110.1, -294.2 || MPU2 Acc: 5.06, -3.59, -0.88 | Gyro: -40.7, 41.1, -255.4 || Time: 164867 ms
Enc Cnt: 0 | Angle: 0.3° || MPU1 Acc: -2.34, -2.42, -1.89 | Gyro: 169.4, 125.2, -310.0 || MPU2 Acc: 5.29, -4.05, 0.62 | Gyro: -53.7, 71.8, -248.6 || Time: 164877 ms
