=== New Logging Session ===
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.00, -0.00, 0.01 | Gyro: 0.1, 0.0, -0.2 || MPU2 Acc: -0.02, -0.02, 0.12 | Gyro: -0.3, 0.0, 0.1 || Time: 12029 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.25, 0.08, -0.29 | Gyro: -0.6, 10.6, 0.2 || MPU2 Acc: -1.13, 0.75, 1.27 | Gyro: -10.0, -3.2, -46.9 || Time: 175373 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 0.22, 0.07, -0.44 | Gyro: -0.4, 17.5, 0.2 || MPU2 Acc: -2.60, 0.41, 0.14 | Gyro: -15.1, -7.7, -55.6 || Time: 175383 ms
Enc Cnt: -14 | Angle: -3.7° || MPU1 Acc: 0.16, 0.13, -0.66 | Gyro: -0.1, 19.5, -0.2 || MPU2 Acc: -0.48, 0.07, -0.47 | Gyro: -18.0, -7.5, -60.0 || Time: 175393 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.12, 0.04, -1.05 | Gyro: 0.5, 19.2, 0.3 || MPU2 Acc: 1.19, -0.33, -1.06 | Gyro: -18.2, -4.8, -54.3 || Time: 175403 ms
Enc Cnt: -10 | Angle: -2.7° || MPU1 Acc: 0.03, 0.09, -1.02 | Gyro: 0.6, 17.3, 0.1 || MPU2 Acc: 0.96, -0.31, -1.27 | Gyro: -16.7, -4.3, -46.9 || Time: 175413 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.05, 0.10, -0.86 | Gyro: 0.2, 13.1, -0.1 || MPU2 Acc: 0.87, -0.60, -2.03 | Gyro: -12.5, -0.7, -40.0 || Time: 175424 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.02, 0.12, -0.99 | Gyro: 0.3, 8.0, -0.3 || MPU2 Acc: 1.05, -0.64, -2.05 | Gyro: -7.5, 2.0, -34.2 || Time: 175433 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.02, 0.13, -1.01 | Gyro: 0.5, 4.3, -0.2 || MPU2 Acc: 0.64, -0.35, -1.57 | Gyro: -3.9, 4.3, -28.6 || Time: 175443 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.10, 0.03, -0.94 | Gyro: 0.4, 4.1, -0.2 || MPU2 Acc: 0.27, -0.15, -1.02 | Gyro: -2.3, 2.9, -25.1 || Time: 175453 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.15, 0.09, -0.74 | Gyro: 0.1, 4.1, -0.0 || MPU2 Acc: -0.10, -0.04, -0.96 | Gyro: -1.4, 0.1, -23.2 || Time: 175464 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.17, 0.08, -0.64 | Gyro: 0.4, 5.1, -0.3 || MPU2 Acc: -0.12, 0.02, -0.73 | Gyro: -2.7, -1.5, -22.2 || Time: 175473 ms
Enc Cnt: -2 | Angle: -0.8° || MPU1 Acc: 0.23, 0.08, -0.78 | Gyro: 0.1, 5.9, 0.0 || MPU2 Acc: 0.11, 0.11, -0.58 | Gyro: -4.7, -1.9, -21.5 || Time: 175483 ms
Enc Cnt: -1 | Angle: -0.5° || MPU1 Acc: 0.17, 0.07, -0.66 | Gyro: -0.1, 7.1, -0.0 || MPU2 Acc: 0.28, -0.07, -0.63 | Gyro: -6.8, -3.0, -20.4 || Time: 175495 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.17, 0.15, -0.78 | Gyro: 0.2, 8.0, 0.1 || MPU2 Acc: 0.07, 0.09, -0.71 | Gyro: -7.6, -2.8, -19.5 || Time: 175505 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.18, 0.06, -0.82 | Gyro: 0.3, 9.0, 0.0 || MPU2 Acc: 0.39, 0.02, -0.63 | Gyro: -10.8, -2.3, -18.4 || Time: 175515 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.20, 0.16, -0.82 | Gyro: 0.3, 9.6, -0.3 || MPU2 Acc: 0.60, -0.03, -0.65 | Gyro: -13.1, -0.6, -15.8 || Time: 175526 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.14, 0.13, -0.89 | Gyro: 0.7, 10.2, -0.5 || MPU2 Acc: 0.63, -0.05, -0.87 | Gyro: -13.8, 0.6, -13.0 || Time: 175535 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.06, 0.04, -0.95 | Gyro: 0.6, 10.3, -0.2 || MPU2 Acc: 0.88, -0.17, -1.17 | Gyro: -15.4, 2.5, -10.0 || Time: 175545 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.13, 0.19, -1.00 | Gyro: 0.6, 8.5, -0.2 || MPU2 Acc: 0.62, -0.25, -1.48 | Gyro: -14.0, 2.7, -7.0 || Time: 175555 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.13, 0.09, -1.02 | Gyro: 0.7, 6.7, -0.3 || MPU2 Acc: 0.33, -0.17, -1.61 | Gyro: -11.2, 3.3, -4.9 || Time: 175565 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.16, 0.06, -1.03 | Gyro: 0.7, 4.5, -0.4 || MPU2 Acc: 0.40, -0.21, -1.74 | Gyro: -9.5, 3.9, -4.0 || Time: 175575 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.19, 0.10, -1.00 | Gyro: 0.5, 2.0, -0.3 || MPU2 Acc: 0.21, -0.21, -1.61 | Gyro: -7.3, 4.3, -3.5 || Time: 175585 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.15, 0.15, -1.02 | Gyro: 0.6, 0.2, -0.7 || MPU2 Acc: 0.06, -0.15, -1.65 | Gyro: -4.8, 5.1, -3.6 || Time: 175595 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.13, 0.11, -1.07 | Gyro: 0.7, -0.9, -0.8 || MPU2 Acc: -0.04, -0.23, -1.44 | Gyro: -3.8, 4.7, -4.2 || Time: 175605 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.14, 0.11, -1.21 | Gyro: 0.5, -2.3, -0.6 || MPU2 Acc: -0.01, -0.18, -1.42 | Gyro: -2.5, 4.4, -5.7 || Time: 175615 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.15, 0.10, -1.07 | Gyro: 0.8, -3.6, -0.6 || MPU2 Acc: -0.06, -0.01, -1.32 | Gyro: -1.3, 4.7, -6.9 || Time: 175627 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.17, 0.12, -0.92 | Gyro: 0.7, -3.7, -0.6 || MPU2 Acc: -0.07, -0.07, -1.40 | Gyro: 0.2, 4.5, -8.2 || Time: 175637 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.16, 0.15, -0.99 | Gyro: 1.0, -4.4, -0.7 || MPU2 Acc: -0.08, -0.02, -1.32 | Gyro: 1.1, 4.3, -9.6 || Time: 175647 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.16, 0.15, -1.04 | Gyro: 1.0, -5.0, -0.9 || MPU2 Acc: 0.08, -0.11, -1.24 | Gyro: 2.2, 4.5, -11.1 || Time: 175658 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.10, 0.09, -1.01 | Gyro: 0.8, -5.4, -0.8 || MPU2 Acc: 0.23, -0.03, -1.38 | Gyro: 2.2, 5.6, -11.4 || Time: 175668 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.23, 0.16, -0.33 | Gyro: 1.0, -5.2, -0.8 || MPU2 Acc: -0.03, -0.04, -1.08 | Gyro: 2.2, 5.3, -12.1 || Time: 175678 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.11, 0.01, -1.04 | Gyro: 0.7, -4.4, -0.9 || MPU2 Acc: 0.01, 0.03, -1.93 | Gyro: 3.5, 3.5, -13.9 || Time: 175688 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.33, 0.02, -0.66 | Gyro: 1.5, -5.6, -1.1 || MPU2 Acc: 0.17, 0.12, -1.31 | Gyro: 4.1, 4.3, -13.8 || Time: 175698 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.18, 0.04, -0.67 | Gyro: 0.8, -5.6, -0.7 || MPU2 Acc: 0.45, -0.08, -1.25 | Gyro: 3.9, 4.7, -13.6 || Time: 175708 ms
Enc Cnt: 7 | Angle: 1.5° || MPU1 Acc: 0.11, 0.01, -0.99 | Gyro: 0.6, -7.1, -0.4 || MPU2 Acc: 0.45, 0.14, -1.52 | Gyro: 4.9, 5.5, -13.2 || Time: 175718 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.13, 0.05, -0.75 | Gyro: 1.1, -6.1, -0.9 || MPU2 Acc: 0.22, -0.03, -0.99 | Gyro: 6.0, 5.4, -14.0 || Time: 175729 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.13, 0.67, -1.88 | Gyro: 0.7, -5.1, -1.3 || MPU2 Acc: -0.15, -0.60, -1.19 | Gyro: 6.2, 4.0, -15.1 || Time: 175738 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.16, 0.05, -0.81 | Gyro: 1.2, -6.3, -1.0 || MPU2 Acc: 0.05, 0.21, -1.09 | Gyro: 6.3, 4.9, -16.7 || Time: 175748 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 1.24, 1.72, 0.34 | Gyro: -1.8, -8.5, 0.5 || MPU2 Acc: -0.22, -1.38, 1.03 | Gyro: 6.6, 5.1, -17.8 || Time: 175760 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.69, -0.25, 1.79 | Gyro: 2.3, -5.0, -0.9 || MPU2 Acc: 0.17, -0.17, -0.81 | Gyro: 7.0, 4.7, -19.1 || Time: 175770 ms
Enc Cnt: 11 | Angle: 2.5° || MPU1 Acc: -0.09, 0.01, -1.34 | Gyro: 0.3, -6.2, 0.1 || MPU2 Acc: 0.44, 0.22, -1.09 | Gyro: 4.8, 3.3, -19.9 || Time: 175780 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.37, -0.12, 0.70 | Gyro: 2.5, -3.1, -0.9 || MPU2 Acc: 0.38, 0.03, -1.12 | Gyro: 3.8, 3.4, -20.6 || Time: 175791 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.06, -0.07, -1.38 | Gyro: 0.3, -4.7, 0.2 || MPU2 Acc: -0.04, 0.41, -1.27 | Gyro: 4.1, 2.5, -22.1 || Time: 175801 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.58, 0.26, -3.64 | Gyro: 0.8, -5.3, -0.9 || MPU2 Acc: 0.31, 0.05, -0.52 | Gyro: 2.6, 3.2, -24.9 || Time: 175811 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.05, 0.08, -1.25 | Gyro: 1.8, -2.6, -2.7 || MPU2 Acc: 0.78, 0.26, -1.28 | Gyro: 0.1, 3.0, -25.1 || Time: 175821 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 3.35, 1.89, 6.47 | Gyro: -1.2, 3.9, -0.2 || MPU2 Acc: 0.87, -0.93, 2.29 | Gyro: 3.0, 4.5, -24.0 || Time: 175831 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.08, 0.48, -2.54 | Gyro: 2.9, 3.5, -4.1 || MPU2 Acc: 0.62, -0.25, 0.09 | Gyro: -0.6, 6.8, -25.6 || Time: 175841 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.12, 0.02, -1.47 | Gyro: 0.8, 0.9, -1.7 || MPU2 Acc: 0.76, 0.44, -1.09 | Gyro: -3.6, 2.3, -26.7 || Time: 175851 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -0.89, -1.89, -1.81 | Gyro: -0.4, -9.7, 3.8 || MPU2 Acc: 2.03, 4.91, -4.76 | Gyro: -8.6, 4.3, -29.5 || Time: 175862 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.62, 0.26, -2.91 | Gyro: 1.6, -3.6, -3.0 || MPU2 Acc: 1.87, 0.30, 0.28 | Gyro: -8.2, 2.5, -32.4 || Time: 175871 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.09, -0.18, -1.83 | Gyro: 2.9, 3.8, -6.3 || MPU2 Acc: 1.06, 0.64, 0.21 | Gyro: -5.2, 1.7, -32.6 || Time: 175881 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.53, 1.49, -3.15 | Gyro: 4.2, 19.0, -14.0 || MPU2 Acc: -1.97, -4.39, 7.73 | Gyro: 3.3, -4.1, -30.8 || Time: 175893 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.32, 0.40, -1.17 | Gyro: 4.8, 1.3, -21.0 || MPU2 Acc: 0.11, -0.99, -1.09 | Gyro: -6.9, 7.1, -34.6 || Time: 175903 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.21, 0.78, -0.62 | Gyro: 5.8, 8.4, -33.8 || MPU2 Acc: 0.53, -2.73, -1.32 | Gyro: -4.4, -1.1, -37.3 || Time: 175913 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.06, 0.26, -0.57 | Gyro: 10.6, 6.6, -46.8 || MPU2 Acc: 0.62, -0.85, -0.87 | Gyro: -4.5, 1.8, -41.2 || Time: 175924 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.04, 0.06, -0.87 | Gyro: 11.1, 9.3, -51.6 || MPU2 Acc: 0.65, -0.48, -1.20 | Gyro: -2.1, -0.2, -43.6 || Time: 175934 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.17, 0.14, -1.11 | Gyro: 12.7, 11.0, -60.4 || MPU2 Acc: 0.95, -1.57, -0.81 | Gyro: -2.1, -0.0, -46.3 || Time: 175944 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.71, 0.24, 0.87 | Gyro: 16.1, 15.6, -72.4 || MPU2 Acc: 0.81, -1.86, -0.85 | Gyro: 1.2, -1.5, -49.2 || Time: 175956 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -0.24, 0.05, -1.42 | Gyro: 18.9, 12.3, -85.3 || MPU2 Acc: 0.71, -2.52, -1.62 | Gyro: 0.9, 1.8, -54.0 || Time: 175966 ms
Enc Cnt: 16 | Angle: 4.2° || MPU1 Acc: -0.65, -0.54, -0.46 | Gyro: 19.8, 12.3, -94.6 || MPU2 Acc: 0.40, -1.54, -1.80 | Gyro: 2.7, 1.4, -59.6 || Time: 175976 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.48, -0.32, -0.78 | Gyro: 20.2, 14.5, -104.3 || MPU2 Acc: 0.67, -2.01, -0.87 | Gyro: 4.3, -0.2, -65.6 || Time: 175987 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.52, -0.34, -1.33 | Gyro: 20.4, 15.3, -115.9 || MPU2 Acc: 0.87, -2.55, -0.29 | Gyro: 3.3, -1.0, -69.7 || Time: 175996 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -0.85, -0.51, -1.51 | Gyro: 20.2, 18.5, -126.9 || MPU2 Acc: 0.59, -2.82, -0.23 | Gyro: 2.4, -1.1, -76.6 || Time: 176006 ms
Enc Cnt: 8 | Angle: 2.2° || MPU1 Acc: -0.56, -0.81, -1.09 | Gyro: 22.5, 20.3, -141.5 || MPU2 Acc: 0.07, -2.88, -0.81 | Gyro: -0.9, -3.3, -84.0 || Time: 176016 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -1.36, -1.06, -0.60 | Gyro: 23.0, 25.7, -156.0 || MPU2 Acc: 0.09, -3.18, -0.32 | Gyro: -2.4, -7.1, -94.6 || Time: 176026 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -3.03, -2.05, -0.50 | Gyro: 22.2, 31.8, -169.2 || MPU2 Acc: 0.40, -3.02, 0.84 | Gyro: -7.7, -8.5, -106.2 || Time: 176036 ms
Enc Cnt: 0 | Angle: 0.3° || MPU1 Acc: -1.68, -1.23, -0.19 | Gyro: 19.9, 42.9, -185.0 || MPU2 Acc: -0.32, -4.04, 0.28 | Gyro: -11.7, -12.9, -116.5 || Time: 176046 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -1.69, -1.53, -1.14 | Gyro: 24.4, 45.5, -209.3 || MPU2 Acc: -0.66, -4.47, 0.76 | Gyro: -18.5, -14.0, -129.7 || Time: 176057 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -8.39, -5.81, -3.48 | Gyro: 22.5, 54.7, -222.2 || MPU2 Acc: -2.00, -4.81, 1.04 | Gyro: -16.4, -27.0, -143.7 || Time: 176067 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -4.37, -2.91, -3.20 | Gyro: 23.6, 66.8, -241.9 || MPU2 Acc: -0.64, -8.34, -0.23 | Gyro: -20.7, -20.1, -163.1 || Time: 176077 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -10.38, -7.93, -3.74 | Gyro: 36.5, 74.3, -265.3 || MPU2 Acc: 1.74, -9.89, -3.27 | Gyro: -21.3, -34.0, -211.7 || Time: 176099 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -10.38, -4.93, -0.59 | Gyro: 33.0, 53.5, -266.9 || MPU2 Acc: -0.00, -9.89, -0.89 | Gyro: 5.2, -25.5, -232.3 || Time: 176108 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -1.67, -10.17, -1.18 | Gyro: 20.2, 10.0, -316.7 || MPU2 Acc: -3.05, -9.89, -4.78 | Gyro: 42.7, -64.5, -246.1 || Time: 176118 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -10.38, -0.30, -6.58 | Gyro: 27.7, 6.6, -360.4 || MPU2 Acc: -4.63, -7.26, -2.71 | Gyro: 41.2, -33.0, -297.0 || Time: 176129 ms
Enc Cnt: -27 | Angle: -6.5° || MPU1 Acc: -6.16, 5.00, -8.19 | Gyro: 34.1, 38.7, -340.6 || MPU2 Acc: -5.42, 1.46, -1.78 | Gyro: 18.1, -56.0, -266.9 || Time: 176139 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: -2.57, -4.68, -5.53 | Gyro: 44.4, 84.6, -310.6 || MPU2 Acc: 5.57, 0.79, -0.77 | Gyro: -15.7, -24.7, -267.8 || Time: 176149 ms
Enc Cnt: -33 | Angle: -8.0° || MPU1 Acc: 0.82, 1.23, -5.70 | Gyro: 71.7, 118.0, -318.4 || MPU2 Acc: 1.54, -1.25, -2.34 | Gyro: -56.3, 3.1, -235.8 || Time: 176160 ms
Enc Cnt: -38 | Angle: -9.3° || MPU1 Acc: 0.79, 2.19, -1.80 | Gyro: 99.4, 137.1, -323.8 || MPU2 Acc: -0.88, 0.21, -2.23 | Gyro: -77.9, 29.3, -213.4 || Time: 176170 ms
Enc Cnt: -44 | Angle: -11.0° || MPU1 Acc: 0.47, 2.61, 6.32 | Gyro: 167.3, 147.7, -310.1 || MPU2 Acc: -1.03, 3.23, -4.52 | Gyro: -89.8, 83.4, -197.3 || Time: 176180 ms
Enc Cnt: -49 | Angle: -12.3° || MPU1 Acc: -10.38, -0.65, 1.10 | Gyro: 179.7, 118.0, -167.6 || MPU2 Acc: -2.26, 9.01, -2.35 | Gyro: -88.2, 135.6, -186.0 || Time: 176192 ms
Enc Cnt: -47 | Angle: -12.0° || MPU1 Acc: -10.38, 10.02, 3.26 | Gyro: 166.6, 106.0, -21.3 || MPU2 Acc: 5.11, 0.04, -1.57 | Gyro: -68.4, 149.2, -120.4 || Time: 176201 ms
Enc Cnt: -46 | Angle: -11.5° || MPU1 Acc: -9.27, 13.87, 2.87 | Gyro: 160.5, 45.6, 64.0 || MPU2 Acc: 1.14, -2.72, -3.47 | Gyro: -44.0, 166.5, -15.9 || Time: 176211 ms
Enc Cnt: -44 | Angle: -11.0° || MPU1 Acc: -6.57, 6.46, 4.16 | Gyro: 137.8, -10.8, 112.4 || MPU2 Acc: -6.47, -1.17, -1.52 | Gyro: 1.8, 161.2, 48.9 || Time: 176223 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: -4.88, 3.67, 3.52 | Gyro: 134.0, -36.0, 139.3 || MPU2 Acc: -8.22, -1.56, -1.72 | Gyro: 28.2, 157.1, 51.9 || Time: 176232 ms
Enc Cnt: -40 | Angle: -10.0° || MPU1 Acc: 0.48, 4.27, 0.23 | Gyro: 130.9, -56.0, 141.6 || MPU2 Acc: -6.63, -0.22, -1.77 | Gyro: 41.2, 151.7, 50.9 || Time: 176242 ms
Enc Cnt: -37 | Angle: -9.5° || MPU1 Acc: 0.64, 3.98, -0.69 | Gyro: 119.9, -63.4, 145.5 || MPU2 Acc: -4.63, 2.91, -0.25 | Gyro: 43.4, 141.3, 64.5 || Time: 176254 ms
Enc Cnt: -35 | Angle: -8.8° || MPU1 Acc: 1.69, 4.29, -0.09 | Gyro: 109.5, -58.9, 164.3 || MPU2 Acc: -3.77, 5.00, 0.58 | Gyro: 41.7, 139.2, 83.9 || Time: 176264 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: 3.16, 3.97, -0.67 | Gyro: 99.0, -58.7, 182.9 || MPU2 Acc: -2.82, 6.30, -1.10 | Gyro: 34.5, 134.2, 106.4 || Time: 176274 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: 3.99, 1.74, -0.47 | Gyro: 91.9, -52.5, 212.5 || MPU2 Acc: -2.51, 8.69, -0.85 | Gyro: 20.7, 131.7, 129.2 || Time: 176287 ms
Enc Cnt: -27 | Angle: -7.0° || MPU1 Acc: 5.65, 1.41, -1.00 | Gyro: 90.2, -43.3, 232.2 || MPU2 Acc: -1.60, 8.47, -1.63 | Gyro: 8.1, 133.2, 141.1 || Time: 176296 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: 5.68, 1.20, -2.11 | Gyro: 87.4, -30.4, 244.3 || MPU2 Acc: -1.37, 7.47, -1.42 | Gyro: -6.7, 136.2, 156.1 || Time: 176306 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 5.91, 0.49, -2.13 | Gyro: 83.6, -16.1, 250.8 || MPU2 Acc: -2.09, 7.06, -1.54 | Gyro: -24.7, 133.1, 167.0 || Time: 176317 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 5.45, 0.44, -2.06 | Gyro: 78.5, -2.7, 251.9 || MPU2 Acc: -2.06, 6.15, -1.33 | Gyro: -37.4, 126.2, 173.3 || Time: 176326 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 5.14, 0.78, -2.11 | Gyro: 69.4, 7.6, 246.7 || MPU2 Acc: -1.88, 4.64, -0.98 | Gyro: -47.1, 117.4, 183.2 || Time: 176336 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 4.45, 0.72, -2.26 | Gyro: 53.1, 16.0, 237.2 || MPU2 Acc: -2.72, 3.76, -0.62 | Gyro: -53.7, 98.5, 190.9 || Time: 176347 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 3.74, 0.60, -2.25 | Gyro: 34.4, 22.9, 227.9 || MPU2 Acc: -2.87, 3.33, -0.19 | Gyro: -59.1, 78.6, 192.9 || Time: 176357 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 2.70, 0.41, -2.49 | Gyro: 14.3, 29.6, 221.3 || MPU2 Acc: -2.43, 3.12, 0.25 | Gyro: -64.3, 57.0, 197.0 || Time: 176367 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 1.54, 0.26, -2.64 | Gyro: -12.0, 38.6, 218.1 || MPU2 Acc: -1.77, 2.55, 0.58 | Gyro: -72.3, 31.2, 205.1 || Time: 176379 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 0.65, -0.55, -2.30 | Gyro: -31.7, 44.9, 216.5 || MPU2 Acc: -1.07, 1.88, 0.80 | Gyro: -77.4, 11.5, 212.4 || Time: 176388 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -0.20, -1.44, -2.05 | Gyro: -52.8, 48.1, 212.9 || MPU2 Acc: -0.36, 0.67, 0.84 | Gyro: -78.6, -8.9, 217.4 || Time: 176398 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -1.03, -3.24, -1.85 | Gyro: -72.9, 50.6, 206.2 || MPU2 Acc: 1.22, 0.02, 0.48 | Gyro: -79.4, -29.4, 221.8 || Time: 176410 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -1.85, -4.46, -1.52 | Gyro: -81.3, 52.3, 202.9 || MPU2 Acc: 2.61, -0.37, 0.49 | Gyro: -79.8, -38.4, 223.4 || Time: 176420 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -3.42, -5.34, -1.29 | Gyro: -85.8, 53.9, 205.5 || MPU2 Acc: 3.85, -0.80, 0.58 | Gyro: -82.3, -43.2, 225.9 || Time: 176430 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -3.87, -6.35, -0.77 | Gyro: -88.2, 53.7, 210.8 || MPU2 Acc: 5.16, -1.22, 0.68 | Gyro: -82.7, -44.2, 229.4 || Time: 176440 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: -3.68, -7.59, 0.14 | Gyro: -86.7, 51.6, 212.9 || MPU2 Acc: 5.77, -1.50, 1.05 | Gyro: -81.1, -41.4, 231.4 || Time: 176450 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -3.45, -8.73, 0.39 | Gyro: -81.2, 49.9, 210.1 || MPU2 Acc: 5.87, -1.86, 1.14 | Gyro: -80.2, -36.3, 227.4 || Time: 176460 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -3.36, -9.21, 0.84 | Gyro: -72.0, 49.3, 201.3 || MPU2 Acc: 6.49, -2.60, 1.41 | Gyro: -78.2, -28.2, 218.5 || Time: 176471 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -3.52, -9.28, 1.04 | Gyro: -63.2, 48.6, 192.6 || MPU2 Acc: 6.39, -2.81, 1.55 | Gyro: -76.6, -21.0, 210.8 || Time: 176480 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -3.45, -9.14, 0.73 | Gyro: -55.9, 47.4, 180.8 || MPU2 Acc: 6.38, -3.29, 1.74 | Gyro: -74.9, -16.4, 202.6 || Time: 176490 ms
Enc Cnt: -22 | Angle: -5.2° || MPU1 Acc: -3.33, -9.41, 0.67 | Gyro: -50.6, 44.7, 164.7 || MPU2 Acc: 6.50, -3.88, 1.73 | Gyro: -71.1, -12.4, 192.0 || Time: 176501 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -3.31, -9.91, 0.33 | Gyro: -46.4, 42.4, 148.2 || MPU2 Acc: 6.44, -4.28, 1.76 | Gyro: -66.8, -11.2, 180.9 || Time: 176511 ms
