=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.05, 0.03, 0.00 | Gyro: -0.3, -0.1, -0.1 || MPU2 Acc: 0.02, -0.05, 0.03 | Gyro: 0.6, 0.1, 0.1 || Time: 12052 ms
Enc Cnt: -19 | Angle: -5.0° || MPU1 Acc: 2.41, 0.90, 2.50 | Gyro: -27.8, -33.3, 167.7 || MPU2 Acc: -1.48, 5.57, -0.15 | Gyro: 18.7, 0.8, 77.2 || Time: 162085 ms
Enc Cnt: -15 | Angle: -4.0° || MPU1 Acc: 3.22, 3.87, 2.21 | Gyro: -13.4, -38.3, 181.6 || MPU2 Acc: -1.46, 4.86, -0.89 | Gyro: 13.7, 16.7, 91.1 || Time: 162095 ms
Enc Cnt: -11 | Angle: -3.0° || MPU1 Acc: 1.60, 1.93, 2.33 | Gyro: -0.3, -38.3, 208.4 || MPU2 Acc: -0.47, 6.73, -0.15 | Gyro: 9.2, 31.8, 111.3 || Time: 162106 ms
Enc Cnt: -7 | Angle: -2.0° || MPU1 Acc: 2.22, 2.00, 1.51 | Gyro: 5.1, -36.0, 236.4 || MPU2 Acc: -0.11, 5.44, 0.49 | Gyro: 7.4, 44.4, 130.3 || Time: 162116 ms
Enc Cnt: -3 | Angle: -1.0° || MPU1 Acc: 2.56, 2.60, 1.10 | Gyro: 9.4, -34.0, 253.0 || MPU2 Acc: -0.75, 5.28, -0.18 | Gyro: -0.1, 52.3, 153.6 || Time: 162126 ms
Enc Cnt: 1 | Angle: 0.0° || MPU1 Acc: 1.50, 1.83, 0.73 | Gyro: 9.3, -31.2, 274.5 || MPU2 Acc: -0.93, 5.59, 0.32 | Gyro: -5.4, 57.4, 174.0 || Time: 162136 ms
Enc Cnt: 5 | Angle: 1.0° || MPU1 Acc: 2.62, 2.13, -0.04 | Gyro: 5.9, -29.8, 290.5 || MPU2 Acc: -1.21, 3.98, -0.23 | Gyro: -9.8, 58.6, 194.4 || Time: 162147 ms
Enc Cnt: 8 | Angle: 1.8° || MPU1 Acc: 3.48, 2.02, 0.01 | Gyro: 2.5, -25.2, 292.4 || MPU2 Acc: -1.65, 4.39, -0.26 | Gyro: -15.0, 57.5, 210.8 || Time: 162156 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 3.50, 1.45, -0.65 | Gyro: -6.1, -20.6, 292.0 || MPU2 Acc: -1.37, 3.84, -0.32 | Gyro: -22.3, 50.5, 223.7 || Time: 162166 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 3.28, 1.41, -1.33 | Gyro: -16.8, -12.4, 285.7 || MPU2 Acc: -1.90, 3.72, -0.15 | Gyro: -29.2, 38.8, 238.6 || Time: 162178 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 1.83, 1.16, -1.65 | Gyro: -25.4, -6.4, 283.2 || MPU2 Acc: -1.25, 2.68, 0.06 | Gyro: -35.6, 29.7, 247.9 || Time: 162188 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.29, 0.65, -1.57 | Gyro: -35.6, -1.5, 285.0 || MPU2 Acc: -0.61, 2.18, -0.37 | Gyro: -39.6, 21.4, 259.6 || Time: 162198 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.31, 0.35, -1.84 | Gyro: -44.6, 2.6, 287.5 || MPU2 Acc: -0.02, 1.78, -0.21 | Gyro: -43.5, 12.8, 271.4 || Time: 162208 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.32, -0.38, -1.86 | Gyro: -51.6, 6.0, 290.5 || MPU2 Acc: 0.81, 1.00, -0.27 | Gyro: -47.8, 7.1, 279.8 || Time: 162218 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.57, -1.24, -1.57 | Gyro: -55.5, 9.7, 290.2 || MPU2 Acc: 1.42, 0.13, -0.35 | Gyro: -51.2, 2.8, 288.6 || Time: 162228 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.98, -2.05, -1.45 | Gyro: -54.3, 14.5, 282.6 || MPU2 Acc: 2.35, -0.74, -0.24 | Gyro: -56.8, 2.1, 294.7 || Time: 162239 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -2.23, -2.29, -1.20 | Gyro: -48.7, 17.7, 272.0 || MPU2 Acc: 2.41, -1.38, -0.29 | Gyro: -62.0, 5.0, 294.6 || Time: 162249 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -2.79, -2.66, -1.76 | Gyro: -42.6, 22.6, 259.4 || MPU2 Acc: 2.91, -2.05, -0.25 | Gyro: -67.2, 6.0, 293.9 || Time: 162259 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -3.01, -2.41, -1.91 | Gyro: -38.3, 30.5, 239.6 || MPU2 Acc: 3.41, -3.19, 0.15 | Gyro: -73.9, 8.5, 294.9 || Time: 162271 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -3.81, -2.46, -2.38 | Gyro: -37.9, 36.5, 219.5 || MPU2 Acc: 3.33, -4.25, 0.58 | Gyro: -79.7, 8.0, 296.9 || Time: 162280 ms
Enc Cnt: 6 | Angle: 1.8° || MPU1 Acc: -5.12, -2.59, -3.06 | Gyro: -41.3, 44.1, 197.9 || MPU2 Acc: 3.22, -5.19, 1.02 | Gyro: -86.4, 3.8, 296.6 || Time: 162290 ms
Enc Cnt: 1 | Angle: 0.5° || MPU1 Acc: -6.06, -3.03, -3.94 | Gyro: -53.6, 49.3, 177.5 || MPU2 Acc: 3.64, -5.98, 1.08 | Gyro: -90.3, -10.6, 299.9 || Time: 162300 ms
Enc Cnt: -4 | Angle: -0.8° || MPU1 Acc: -7.57, -5.26, -4.19 | Gyro: -69.2, 54.2, 160.5 || MPU2 Acc: 5.20, -6.09, 1.09 | Gyro: -93.0, -25.4, 304.8 || Time: 162310 ms
Enc Cnt: -10 | Angle: -2.2° || MPU1 Acc: -10.37, -8.88, -3.32 | Gyro: -82.2, 56.6, 157.0 || MPU2 Acc: 7.35, -6.21, 1.07 | Gyro: -90.7, -39.2, 303.7 || Time: 162320 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -10.52, -13.55, -2.32 | Gyro: -91.4, 51.0, 169.2 || MPU2 Acc: 10.12, -7.72, 1.40 | Gyro: -82.1, -48.3, 297.0 || Time: 162331 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -10.52, -17.67, -1.75 | Gyro: -90.7, 48.7, 187.5 || MPU2 Acc: 14.54, -9.72, 3.70 | Gyro: -76.9, -44.5, 289.7 || Time: 162340 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -10.52, -19.02, -1.83 | Gyro: -91.7, 28.3, 200.9 || MPU2 Acc: 12.98, -9.72, 1.26 | Gyro: -63.7, -45.0, 269.8 || Time: 162350 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -10.52, -19.02, -1.67 | Gyro: -92.7, 11.0, 223.9 || MPU2 Acc: 13.79, -8.37, -0.02 | Gyro: -52.5, -42.0, 246.8 || Time: 162361 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -7.14, -19.02, -3.59 | Gyro: -87.0, 6.3, 234.3 || MPU2 Acc: 13.69, -5.40, -0.69 | Gyro: -49.6, -41.5, 226.3 || Time: 162370 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 0.81, -19.02, -3.34 | Gyro: -77.7, 15.5, 224.2 || MPU2 Acc: 14.12, -0.78, -0.59 | Gyro: -55.6, -31.7, 201.0 || Time: 162380 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: 6.27, -19.02, -0.94 | Gyro: -59.8, 36.0, 195.9 || MPU2 Acc: 16.12, 2.62, 0.30 | Gyro: -67.3, -22.9, 175.8 || Time: 162391 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 5.05, -19.02, 1.09 | Gyro: -42.9, 50.6, 173.0 || MPU2 Acc: 17.07, 3.33, 1.94 | Gyro: -72.3, -6.3, 154.7 || Time: 162400 ms
Enc Cnt: -20 | Angle: -4.7° || MPU1 Acc: 3.69, -19.02, 2.64 | Gyro: -28.4, 63.5, 138.6 || MPU2 Acc: 15.68, -0.22, 2.78 | Gyro: -76.5, 11.9, 124.7 || Time: 162410 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -3.90, -19.02, 5.20 | Gyro: -4.7, 31.8, 42.4 || MPU2 Acc: 16.15, -4.61, 6.85 | Gyro: -52.9, 26.1, 71.7 || Time: 162421 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: 1.92, -19.02, 9.54 | Gyro: 6.1, 2.9, -5.1 || MPU2 Acc: 11.39, -4.74, 4.68 | Gyro: -13.7, 6.8, 20.3 || Time: 162431 ms
Enc Cnt: -25 | Angle: -6.0° || MPU1 Acc: 4.05, -19.02, 5.85 | Gyro: 17.9, -23.8, -57.0 || MPU2 Acc: 12.31, -3.54, 3.42 | Gyro: 12.6, 7.5, -25.6 || Time: 162441 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 4.82, -19.02, 4.90 | Gyro: 33.1, -33.5, -108.2 || MPU2 Acc: 11.59, -2.30, 3.61 | Gyro: 29.4, 5.6, -69.8 || Time: 162451 ms
Enc Cnt: -29 | Angle: -7.0° || MPU1 Acc: 15.29, -19.02, 8.07 | Gyro: 56.4, -35.3, -169.3 || MPU2 Acc: 12.27, 5.49, 4.23 | Gyro: 35.0, 1.7, -114.9 || Time: 162461 ms
Enc Cnt: -32 | Angle: -8.0° || MPU1 Acc: 13.64, -6.53, -2.58 | Gyro: 45.4, -30.8, -251.4 || MPU2 Acc: 2.20, -0.13, 3.65 | Gyro: 47.6, 14.9, -135.5 || Time: 162471 ms
Enc Cnt: -39 | Angle: -9.5° || MPU1 Acc: 3.05, -2.09, -3.13 | Gyro: 44.5, -9.0, -286.1 || MPU2 Acc: -3.44, 5.00, 4.33 | Gyro: 27.9, -20.0, -118.7 || Time: 162481 ms
Enc Cnt: -46 | Angle: -11.3° || MPU1 Acc: -7.35, -2.99, -4.57 | Gyro: 26.0, 9.8, -271.1 || MPU2 Acc: -6.26, -1.24, 1.40 | Gyro: 8.4, -20.0, -130.3 || Time: 162492 ms
Enc Cnt: -49 | Angle: -12.3° || MPU1 Acc: -9.27, -5.80, 2.48 | Gyro: 19.6, 17.9, -233.7 || MPU2 Acc: -3.47, -3.34, 1.42 | Gyro: 10.2, -27.0, -155.4 || Time: 162501 ms
Enc Cnt: -49 | Angle: -12.3° || MPU1 Acc: -10.52, -7.87, -1.82 | Gyro: 42.1, 1.0, -144.8 || MPU2 Acc: 4.98, -9.72, -3.21 | Gyro: -26.3, 28.2, -196.7 || Time: 162511 ms
Enc Cnt: -42 | Angle: -10.8° || MPU1 Acc: 4.61, 5.00, 7.21 | Gyro: 25.6, -17.1, -8.6 || MPU2 Acc: 2.93, 25.07, -19.73 | Gyro: 4.3, -49.1, -240.9 || Time: 162522 ms
Enc Cnt: -34 | Angle: -8.8° || MPU1 Acc: 7.79, 7.27, -0.84 | Gyro: 30.6, -3.6, -0.8 || MPU2 Acc: -0.25, -1.31, 0.91 | Gyro: 47.1, 10.4, -211.5 || Time: 162532 ms
Enc Cnt: -26 | Angle: -6.7° || MPU1 Acc: 1.27, 1.13, -3.28 | Gyro: 12.5, -4.3, -4.7 || MPU2 Acc: 3.27, -0.06, 1.22 | Gyro: 38.9, -15.0, -180.7 || Time: 162542 ms
Enc Cnt: -18 | Angle: -4.7° || MPU1 Acc: -0.16, 0.60, -2.02 | Gyro: 8.2, -0.3, 2.5 || MPU2 Acc: 2.84, 0.55, -0.78 | Gyro: 31.7, -5.7, -155.2 || Time: 162554 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.33, 0.53, -1.27 | Gyro: 4.8, -4.3, 1.5 || MPU2 Acc: 0.59, -1.06, -1.60 | Gyro: 30.7, -22.9, -141.0 || Time: 162563 ms
Enc Cnt: -7 | Angle: -2.0° || MPU1 Acc: -0.31, -4.63, 8.05 | Gyro: 15.8, -11.4, 0.1 || MPU2 Acc: 3.68, 4.86, -4.82 | Gyro: 29.4, -12.1, -130.6 || Time: 162573 ms
Enc Cnt: -1 | Angle: -0.5° || MPU1 Acc: -0.21, 0.21, -0.92 | Gyro: 4.3, -14.7, -0.3 || MPU2 Acc: 4.66, 0.15, 0.65 | Gyro: 29.9, -5.2, -105.6 || Time: 162585 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.23, 0.15, -0.06 | Gyro: 4.0, -8.7, -0.6 || MPU2 Acc: 4.58, 0.25, 2.22 | Gyro: 20.5, 6.2, -82.6 || Time: 162595 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.13, 0.12, 0.06 | Gyro: 3.6, -4.8, -0.4 || MPU2 Acc: 3.36, 0.26, 1.63 | Gyro: 8.3, 17.7, -62.7 || Time: 162605 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.10, 0.05, -0.04 | Gyro: 2.8, -0.4, -0.7 || MPU2 Acc: 1.24, 0.38, 0.37 | Gyro: -0.0, 16.9, -51.5 || Time: 162616 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.09, 0.10, -0.09 | Gyro: 2.9, 1.9, -0.6 || MPU2 Acc: -0.08, 0.10, -0.20 | Gyro: -1.0, 11.6, -48.7 || Time: 162626 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.03, 0.13, -0.19 | Gyro: 2.8, 2.0, -0.5 || MPU2 Acc: -0.68, 0.17, -0.57 | Gyro: 0.7, 5.1, -51.0 || Time: 162636 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.01, 0.15, -0.30 | Gyro: 2.5, 2.8, -0.5 || MPU2 Acc: -0.36, 0.22, -0.33 | Gyro: 2.1, -3.2, -54.8 || Time: 162646 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.05, 0.13, -0.11 | Gyro: 3.1, 3.7, -0.5 || MPU2 Acc: 0.30, 0.20, -0.34 | Gyro: 2.9, -9.0, -55.8 || Time: 162656 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.05, 0.04, -0.09 | Gyro: 3.1, 3.5, -0.8 || MPU2 Acc: 1.31, 0.04, -0.31 | Gyro: 3.9, -9.7, -54.0 || Time: 162666 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.04, 0.12, -0.24 | Gyro: 3.3, 2.6, -0.4 || MPU2 Acc: 1.98, 0.07, -0.32 | Gyro: 4.6, -6.2, -48.1 || Time: 162676 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.03, 0.16, -0.20 | Gyro: 3.0, 2.2, -0.6 || MPU2 Acc: 2.43, 0.05, 0.07 | Gyro: 3.4, 0.4, -39.9 || Time: 162687 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -0.07, 0.01, -0.27 | Gyro: 2.5, 1.6, -0.5 || MPU2 Acc: 2.38, -0.04, -0.40 | Gyro: -1.6, 7.1, -33.6 || Time: 162696 ms
Enc Cnt: 24 | Angle: 5.7° || MPU1 Acc: 0.06, 0.12, -0.23 | Gyro: 2.3, 3.2, -0.6 || MPU2 Acc: 2.33, 0.17, 0.14 | Gyro: -3.6, 11.2, -26.6 || Time: 162706 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 0.04, 0.10, -0.20 | Gyro: 2.2, 2.9, -0.6 || MPU2 Acc: 1.42, 0.12, -0.20 | Gyro: -5.4, 14.2, -21.9 || Time: 162716 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.07, 0.05, -0.25 | Gyro: 2.2, 2.5, -0.9 || MPU2 Acc: 0.70, 0.14, -0.41 | Gyro: -4.8, 12.8, -21.6 || Time: 162726 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.00, 0.08, -0.37 | Gyro: 1.8, 1.0, -0.8 || MPU2 Acc: 0.33, 0.13, -0.80 | Gyro: -2.3, 9.8, -23.7 || Time: 162736 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.10, 0.06, -0.27 | Gyro: 2.0, 0.2, -0.8 || MPU2 Acc: 0.46, 0.23, -0.62 | Gyro: 0.9, 6.0, -26.9 || Time: 162747 ms
Enc Cnt: 28 | Angle: 7.0° || MPU1 Acc: -0.05, 0.19, -0.58 | Gyro: 2.1, -1.4, -0.5 || MPU2 Acc: 0.84, -0.09, -0.06 | Gyro: 2.4, 5.1, -27.7 || Time: 162757 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: 0.05, 0.13, -0.36 | Gyro: 2.3, -3.2, -0.8 || MPU2 Acc: 0.79, -0.02, 0.32 | Gyro: 4.4, 3.9, -28.9 || Time: 162767 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.01, 0.07, -0.27 | Gyro: 2.1, -2.3, -0.7 || MPU2 Acc: 0.94, 0.30, -0.40 | Gyro: 5.1, 3.0, -29.3 || Time: 162777 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: 0.09, 0.06, -0.39 | Gyro: 1.9, -2.3, -0.9 || MPU2 Acc: 1.36, 0.29, -0.12 | Gyro: 5.6, 4.2, -28.4 || Time: 162787 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.13, 0.11, -0.43 | Gyro: 1.9, -3.2, -1.0 || MPU2 Acc: 1.68, 0.24, -0.13 | Gyro: 4.4, 5.7, -27.1 || Time: 162797 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: -0.00, 0.08, -0.13 | Gyro: 2.0, -2.9, -0.8 || MPU2 Acc: 1.69, 0.34, -0.06 | Gyro: 4.7, 6.6, -25.2 || Time: 162807 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 0.09, 0.10, -0.05 | Gyro: 2.4, -4.8, -1.4 || MPU2 Acc: 1.79, 0.21, 0.00 | Gyro: 4.1, 10.2, -24.0 || Time: 162818 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.09, 0.18, -0.34 | Gyro: 1.9, -3.0, -1.0 || MPU2 Acc: 1.22, 0.21, -0.34 | Gyro: 4.6, 6.1, -23.9 || Time: 162827 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: -0.03, 0.09, -0.29 | Gyro: 2.1, -5.2, -1.4 || MPU2 Acc: 1.38, 0.19, -0.37 | Gyro: 5.5, 10.4, -24.4 || Time: 162837 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: -0.05, 0.09, -0.24 | Gyro: 2.2, -5.4, -1.9 || MPU2 Acc: 0.98, 0.07, -0.54 | Gyro: 6.6, 7.6, -25.8 || Time: 162847 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: 0.06, 0.03, -0.26 | Gyro: 1.9, -6.1, -1.9 || MPU2 Acc: 0.55, 0.51, -0.40 | Gyro: 8.1, 4.7, -29.6 || Time: 162857 ms
Enc Cnt: 39 | Angle: 9.8° || MPU1 Acc: -0.06, 0.19, -0.34 | Gyro: 2.3, -7.3, -2.0 || MPU2 Acc: 1.16, 0.18, -0.68 | Gyro: 10.3, 3.9, -32.8 || Time: 162867 ms
Enc Cnt: 41 | Angle: 10.3° || MPU1 Acc: -0.03, -0.06, -0.32 | Gyro: 2.4, -8.1, -2.8 || MPU2 Acc: 1.42, 0.48, -0.70 | Gyro: 13.1, 1.3, -34.7 || Time: 162878 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: -0.01, 0.14, -0.21 | Gyro: 2.2, -9.4, -3.1 || MPU2 Acc: 1.63, 0.11, -0.48 | Gyro: 15.2, 0.8, -35.6 || Time: 162888 ms
Enc Cnt: 44 | Angle: 10.8° || MPU1 Acc: -0.04, -0.02, -0.17 | Gyro: 2.9, -11.2, -4.6 || MPU2 Acc: 1.49, 0.51, -0.53 | Gyro: 15.7, 2.1, -37.5 || Time: 162898 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: 0.01, 0.10, -0.12 | Gyro: 2.8, -11.7, -5.5 || MPU2 Acc: 2.42, 0.19, 0.00 | Gyro: 16.4, 3.8, -37.3 || Time: 162908 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: -0.07, 0.27, -0.36 | Gyro: 3.2, -12.2, -10.0 || MPU2 Acc: 2.32, -0.52, -0.34 | Gyro: 14.3, 4.9, -35.7 || Time: 162918 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: 0.26, 0.37, 0.34 | Gyro: 2.4, -11.1, -11.6 || MPU2 Acc: 1.64, 0.09, 1.09 | Gyro: 14.7, 8.6, -35.1 || Time: 162928 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: -0.16, -0.01, -0.32 | Gyro: 3.6, -11.9, -15.7 || MPU2 Acc: 1.95, 0.37, -0.49 | Gyro: 14.1, 6.0, -37.4 || Time: 162938 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: -0.04, 0.31, 0.06 | Gyro: 2.6, -12.0, -18.0 || MPU2 Acc: 1.77, -0.23, 0.17 | Gyro: 14.3, 6.4, -38.8 || Time: 162948 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: -0.16, 0.32, -0.33 | Gyro: 3.0, -11.0, -28.3 || MPU2 Acc: 2.17, -0.86, -0.49 | Gyro: 14.2, 4.9, -41.2 || Time: 162958 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.18, 0.56, -0.19 | Gyro: 4.5, -11.2, -36.8 || MPU2 Acc: 1.50, -1.20, 0.38 | Gyro: 15.9, 6.5, -44.3 || Time: 162968 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.36, 0.56, -0.32 | Gyro: 4.5, -12.9, -49.2 || MPU2 Acc: 1.62, -1.23, -0.54 | Gyro: 16.3, 6.6, -48.6 || Time: 162979 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.26, 0.22, 0.12 | Gyro: 8.5, -12.8, -57.7 || MPU2 Acc: 1.24, -1.08, 0.30 | Gyro: 16.7, 6.5, -52.8 || Time: 162989 ms
Enc Cnt: 49 | Angle: 12.5° || MPU1 Acc: -0.30, 0.13, -0.07 | Gyro: 10.9, -10.8, -66.7 || MPU2 Acc: 1.36, -1.40, 0.54 | Gyro: 17.2, 6.2, -57.5 || Time: 162999 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: -1.95, -0.55, -0.70 | Gyro: 14.5, -11.1, -75.6 || MPU2 Acc: 1.19, -1.25, 0.51 | Gyro: 17.6, 2.6, -66.4 || Time: 163011 ms
Enc Cnt: 48 | Angle: 12.3° || MPU1 Acc: -0.61, -0.16, -0.03 | Gyro: 15.8, -10.9, -84.7 || MPU2 Acc: 1.47, -1.01, 0.50 | Gyro: 17.2, 1.6, -73.4 || Time: 163021 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: -0.25, -0.33, -0.05 | Gyro: 15.9, -6.7, -92.7 || MPU2 Acc: 1.57, -0.68, 0.30 | Gyro: 18.4, -1.2, -79.9 || Time: 163031 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -1.17, -0.67, 0.23 | Gyro: 17.0, -4.6, -101.6 || MPU2 Acc: 2.05, -1.18, 0.16 | Gyro: 19.1, -2.7, -86.6 || Time: 163041 ms
Enc Cnt: 46 | Angle: 11.8° || MPU1 Acc: -1.92, -1.00, -0.68 | Gyro: 20.1, -3.2, -112.0 || MPU2 Acc: 1.76, -2.09, 0.05 | Gyro: 20.1, -4.4, -93.9 || Time: 163051 ms
Enc Cnt: 45 | Angle: 11.5° || MPU1 Acc: -1.43, -0.71, -0.12 | Gyro: 24.7, -4.6, -126.5 || MPU2 Acc: 2.16, -2.70, -0.26 | Gyro: 22.3, -2.0, -102.7 || Time: 163061 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: -2.11, -1.04, -0.42 | Gyro: 30.3, -7.8, -144.3 || MPU2 Acc: 2.32, -3.55, -1.34 | Gyro: 23.5, 0.6, -112.8 || Time: 163072 ms
Enc Cnt: 42 | Angle: 10.8° || MPU1 Acc: -2.18, -0.98, -1.07 | Gyro: 34.8, -10.7, -162.9 || MPU2 Acc: 2.40, -4.52, -0.10 | Gyro: 25.4, 4.8, -123.1 || Time: 163082 ms
Enc Cnt: 40 | Angle: 10.3° || MPU1 Acc: -2.52, -1.37, -0.59 | Gyro: 42.0, -12.3, -184.6 || MPU2 Acc: 2.12, -4.80, -0.31 | Gyro: 26.5, 7.3, -134.2 || Time: 163092 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: -2.92, -1.49, -0.94 | Gyro: 50.2, -13.9, -208.6 || MPU2 Acc: 2.35, -5.97, 0.07 | Gyro: 26.3, 11.9, -149.0 || Time: 163104 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: -2.93, -1.29, -0.78 | Gyro: 60.7, -15.8, -235.3 || MPU2 Acc: 2.37, -6.67, -0.22 | Gyro: 23.0, 15.7, -160.1 || Time: 163113 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: -3.36, -2.34, -0.27 | Gyro: 67.4, -13.3, -263.1 || MPU2 Acc: 2.26, -6.22, 0.79 | Gyro: 22.7, 18.6, -168.4 || Time: 163123 ms
Enc Cnt: 25 | Angle: 6.5° || MPU1 Acc: -5.35, -3.22, -2.69 | Gyro: 80.3, -16.0, -295.8 || MPU2 Acc: 2.11, -9.06, -1.43 | Gyro: 19.6, 26.3, -181.1 || Time: 163135 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -9.94, -6.95, -3.17 | Gyro: 77.7, -30.9, -331.2 || MPU2 Acc: 2.90, -9.72, 1.21 | Gyro: 36.1, 27.2, -206.5 || Time: 163145 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -9.02, -7.38, -0.94 | Gyro: 82.8, -24.9, -366.1 || MPU2 Acc: 3.26, -9.72, 0.50 | Gyro: 39.7, 37.4, -223.2 || Time: 163155 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -10.52, -8.38, -3.53 | Gyro: 77.5, -14.0, -360.2 || MPU2 Acc: 2.94, -9.72, 0.01 | Gyro: 49.5, 28.9, -248.9 || Time: 163168 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -10.52, -6.68, -1.21 | Gyro: 62.9, -7.7, -358.6 || MPU2 Acc: 5.38, -9.72, -0.29 | Gyro: 69.2, 18.2, -256.7 || Time: 163177 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -9.87, -5.10, -3.08 | Gyro: 68.4, -10.0, -393.0 || MPU2 Acc: 3.14, -9.72, -1.89 | Gyro: 77.4, 15.6, -258.5 || Time: 163187 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: -10.52, -2.78, -3.97 | Gyro: 74.0, -0.2, -368.8 || MPU2 Acc: -0.30, -8.82, -1.57 | Gyro: 77.0, 14.6, -257.5 || Time: 163198 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -10.52, -1.50, -3.89 | Gyro: 74.5, 10.3, -340.3 || MPU2 Acc: -1.23, -8.78, -2.74 | Gyro: 80.3, 16.8, -258.8 || Time: 163207 ms
