=== New Logging Session ===
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.00, 0.01, 0.03 | Gyro: -0.1, -0.1, 0.1 || MPU2 Acc: 0.03, 0.04, 0.07 | Gyro: 0.1, -0.3, 0.0 || Time: 12042 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -0.08, 0.13, 0.13 | Gyro: -0.8, -9.8, -0.2 || MPU2 Acc: -0.37, -0.18, -0.09 | Gyro: 13.0, -6.8, -15.0 || Time: 181939 ms
Enc Cnt: -5 | Angle: -1.5° || MPU1 Acc: -0.13, 0.11, 0.02 | Gyro: -0.7, -11.9, -0.4 || MPU2 Acc: -0.19, -0.09, -0.23 | Gyro: 15.8, -6.8, -16.4 || Time: 181951 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.03, 0.14, 0.22 | Gyro: -0.6, -13.3, -1.0 || MPU2 Acc: 0.02, -0.15, 0.09 | Gyro: 17.6, -5.7, -16.5 || Time: 181960 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.03, 0.13, 0.33 | Gyro: -0.1, -14.5, -1.2 || MPU2 Acc: -0.18, -0.08, 0.14 | Gyro: 19.2, -5.1, -16.8 || Time: 181970 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.07, 0.07, 0.30 | Gyro: 0.1, -14.8, -1.4 || MPU2 Acc: 0.24, 0.00, 0.78 | Gyro: 18.3, -4.2, -17.0 || Time: 181980 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.07, 0.10, 0.24 | Gyro: 0.3, -14.5, -1.6 || MPU2 Acc: 0.33, 0.10, 0.68 | Gyro: 17.4, -3.1, -15.8 || Time: 181990 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.06, 0.06, 0.40 | Gyro: 0.3, -13.8, -1.2 || MPU2 Acc: 0.36, 0.12, 0.71 | Gyro: 16.4, -2.0, -14.4 || Time: 182000 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.10, 0.33 | Gyro: 0.5, -13.1, -1.3 || MPU2 Acc: 0.65, 0.12, 0.62 | Gyro: 15.3, 0.2, -12.0 || Time: 182010 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.19, -0.01, 0.34 | Gyro: 0.7, -12.9, -1.4 || MPU2 Acc: 0.24, 0.08, 0.58 | Gyro: 13.8, 0.5, -10.9 || Time: 182020 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.06, 0.05, 0.43 | Gyro: 0.7, -12.8, -1.4 || MPU2 Acc: 0.37, 0.12, 0.62 | Gyro: 14.4, 1.2, -9.5 || Time: 182030 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.10, 0.07, 0.32 | Gyro: 0.9, -12.8, -1.3 || MPU2 Acc: 0.26, 0.04, 0.47 | Gyro: 14.2, 1.8, -8.2 || Time: 182040 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.08, 0.11, 0.41 | Gyro: 0.8, -13.3, -1.6 || MPU2 Acc: 0.41, 0.02, 0.49 | Gyro: 14.5, 2.2, -7.1 || Time: 182051 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.05, 0.05, 0.48 | Gyro: 1.0, -13.6, -1.4 || MPU2 Acc: 0.60, 0.08, 0.76 | Gyro: 14.7, 2.9, -5.6 || Time: 182061 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.13, 0.05, 0.40 | Gyro: 0.8, -13.5, -1.3 || MPU2 Acc: 0.47, 0.05, 0.69 | Gyro: 15.2, 4.3, -2.9 || Time: 182071 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.07, -0.00, 0.47 | Gyro: 0.9, -14.2, -1.6 || MPU2 Acc: 0.15, 0.07, 0.54 | Gyro: 15.0, 4.8, -1.9 || Time: 182082 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.16, 0.03, 0.46 | Gyro: 1.3, -14.6, -1.8 || MPU2 Acc: 0.34, -0.09, 0.67 | Gyro: 15.1, 4.4, -1.8 || Time: 182091 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.13, 0.14, 0.51 | Gyro: 1.0, -15.3, -1.8 || MPU2 Acc: 0.19, 0.07, 0.59 | Gyro: 16.7, 4.7, -1.6 || Time: 182101 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.18, 0.07, 0.57 | Gyro: 1.2, -14.9, -1.5 || MPU2 Acc: 0.29, 0.07, 0.90 | Gyro: 16.9, 4.3, -1.0 || Time: 182113 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.14, 0.04, 0.56 | Gyro: 1.4, -15.2, -1.5 || MPU2 Acc: 0.01, 0.26, 0.67 | Gyro: 16.7, 4.2, -1.1 || Time: 182123 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.10, -0.03, 0.67 | Gyro: 1.5, -14.9, -1.6 || MPU2 Acc: 0.17, 0.16, 0.76 | Gyro: 16.6, 3.1, -0.9 || Time: 182133 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.16, -0.00, 0.59 | Gyro: 1.4, -15.6, -1.7 || MPU2 Acc: 0.26, 0.07, 0.65 | Gyro: 16.7, 4.2, -0.3 || Time: 182143 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.19, 0.01, 0.55 | Gyro: 1.8, -17.0, -2.1 || MPU2 Acc: 0.30, -0.10, 0.60 | Gyro: 18.4, 4.7, 0.2 || Time: 182153 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.25, 0.12, 0.59 | Gyro: 1.7, -17.9, -2.6 || MPU2 Acc: 0.26, -0.04, 0.78 | Gyro: 19.5, 6.0, 0.8 || Time: 182163 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.19, 0.12, 0.69 | Gyro: 2.0, -19.7, -3.1 || MPU2 Acc: 0.36, -0.12, 0.82 | Gyro: 20.7, 6.7, 1.3 || Time: 182173 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.18, -0.19, 0.80 | Gyro: 4.3, -22.3, -4.0 || MPU2 Acc: 0.18, 0.26, 0.33 | Gyro: 21.0, 7.9, 0.9 || Time: 182185 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.26, 0.20, 0.68 | Gyro: 2.9, -22.8, -6.6 || MPU2 Acc: -0.09, -0.34, 0.54 | Gyro: 23.5, 6.7, -0.0 || Time: 182194 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.27, -0.09, 0.66 | Gyro: 4.7, -26.9, -7.2 || MPU2 Acc: 0.08, 0.07, -0.04 | Gyro: 23.7, 8.8, -0.6 || Time: 182204 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -3.77, 11.74, 13.08 | Gyro: -5.8, -37.6, -10.1 || MPU2 Acc: -0.94, -7.53, 7.72 | Gyro: 41.0, 26.3, 8.5 || Time: 182215 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -1.07, -0.30, 1.16 | Gyro: -16.3, -43.2, -22.6 || MPU2 Acc: 1.07, 0.24, 2.90 | Gyro: 39.2, -0.7, -2.0 || Time: 182225 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.73, 2.16, 3.00 | Gyro: -28.3, -42.0, -24.0 || MPU2 Acc: -0.75, -1.73, 2.96 | Gyro: 52.5, -20.1, 2.7 || Time: 182235 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -1.30, 3.23, 3.10 | Gyro: -33.5, -52.8, -33.2 || MPU2 Acc: -2.51, -3.38, 5.37 | Gyro: 59.7, -23.2, -0.2 || Time: 182247 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -4.36, 2.01, 2.87 | Gyro: -44.4, -61.4, -36.6 || MPU2 Acc: -2.34, -3.20, 3.22 | Gyro: 67.1, -32.5, 0.7 || Time: 182257 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -3.46, 3.53, 2.85 | Gyro: -56.2, -73.3, -45.9 || MPU2 Acc: -3.84, -4.11, 2.66 | Gyro: 79.7, -43.3, 1.4 || Time: 182267 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -3.54, 3.77, 3.79 | Gyro: -70.9, -84.1, -50.9 || MPU2 Acc: -3.92, -4.92, 4.61 | Gyro: 96.7, -52.4, 0.2 || Time: 182277 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -5.49, 3.23, 3.90 | Gyro: -83.1, -96.6, -57.6 || MPU2 Acc: -3.55, -3.90, 3.97 | Gyro: 109.7, -68.5, -0.1 || Time: 182287 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: 0.54, 3.50, 3.98 | Gyro: -96.1, -91.8, -72.7 || MPU2 Acc: -4.23, -5.44, 4.03 | Gyro: 124.8, -85.5, -1.1 || Time: 182297 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -5.62, 0.67, 2.61 | Gyro: -103.8, -101.7, -77.1 || MPU2 Acc: -1.68, -3.87, 3.49 | Gyro: 132.8, -92.2, -8.2 || Time: 182308 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -3.73, 0.80, 2.22 | Gyro: -109.2, -107.9, -86.7 || MPU2 Acc: -0.45, -3.80, 2.17 | Gyro: 140.7, -102.4, -8.3 || Time: 182318 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -4.52, 0.54, 2.15 | Gyro: -114.4, -115.0, -87.0 || MPU2 Acc: -0.22, -3.99, 2.65 | Gyro: 147.8, -103.7, -8.7 || Time: 182328 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -4.60, 0.78, 2.46 | Gyro: -122.7, -127.7, -89.5 || MPU2 Acc: -1.15, -4.23, 2.60 | Gyro: 160.7, -109.6, -5.8 || Time: 182339 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -5.79, 0.08, 1.36 | Gyro: -128.8, -137.6, -87.5 || MPU2 Acc: -0.22, -3.72, 1.69 | Gyro: 170.3, -112.6, -6.7 || Time: 182349 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -8.06, 0.13, 3.45 | Gyro: -138.8, -155.6, -75.1 || MPU2 Acc: 0.80, -5.16, 2.29 | Gyro: 187.1, -115.0, -1.2 || Time: 182359 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -8.82, 1.65, 1.76 | Gyro: -160.0, -183.4, -62.7 || MPU2 Acc: -0.20, -7.37, 1.30 | Gyro: 213.1, -125.4, 8.5 || Time: 182369 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -10.42, 0.16, 0.30 | Gyro: -179.2, -219.0, -37.4 || MPU2 Acc: 1.14, -7.14, -0.44 | Gyro: 246.1, -135.2, 11.2 || Time: 182381 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -8.54, 1.33, -3.16 | Gyro: -204.2, -239.5, -15.0 || MPU2 Acc: 0.45, -6.08, -1.77 | Gyro: 264.5, -151.2, 18.3 || Time: 182391 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -1.97, 1.84, -4.94 | Gyro: -241.7, -249.2, -14.6 || MPU2 Acc: -1.17, -2.73, -3.23 | Gyro: 274.5, -183.6, 32.3 || Time: 182401 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 2.72, 2.90, -12.41 | Gyro: -294.7, -236.4, -22.9 || MPU2 Acc: -2.05, -2.17, -4.60 | Gyro: 282.2, -216.4, 42.5 || Time: 182414 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 10.10, 7.64, -17.46 | Gyro: -361.8, -206.8, -50.2 || MPU2 Acc: -5.81, 1.37, -6.81 | Gyro: 270.9, -288.4, 72.1 || Time: 182423 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 5.16, 2.09, -16.51 | Gyro: -448.3, -173.0, -54.6 || MPU2 Acc: -4.78, 3.12, -8.92 | Gyro: 262.6, -383.1, 99.6 || Time: 182435 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -2.66, -3.23, -12.38 | Gyro: -482.4, -156.9, -38.4 || MPU2 Acc: -1.19, 0.17, -9.67 | Gyro: 267.1, -426.8, 95.6 || Time: 182444 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -0.92, -3.40, -11.81 | Gyro: -496.6, -151.1, -26.8 || MPU2 Acc: 0.74, -3.86, -11.76 | Gyro: 271.2, -450.9, 86.1 || Time: 182454 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 1.02, -5.78, -9.96 | Gyro: -485.0, -146.8, -32.0 || MPU2 Acc: 3.89, -2.21, -11.56 | Gyro: 264.7, -445.5, 68.0 || Time: 182465 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 2.39, -6.27, -9.04 | Gyro: -459.5, -135.7, -40.7 || MPU2 Acc: 5.39, -0.63, -10.61 | Gyro: 248.9, -421.1, 50.9 || Time: 182475 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 3.99, -5.63, -7.78 | Gyro: -427.8, -119.6, -48.7 || MPU2 Acc: 5.54, 1.54, -10.22 | Gyro: 227.9, -394.6, 41.5 || Time: 182485 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 3.45, -4.64, -6.43 | Gyro: -387.3, -96.7, -49.0 || MPU2 Acc: 5.59, 2.47, -9.09 | Gyro: 201.6, -357.7, 36.9 || Time: 182496 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 2.61, -3.70, -5.34 | Gyro: -352.3, -83.9, -43.6 || MPU2 Acc: 4.90, 2.24, -7.87 | Gyro: 179.2, -323.5, 34.5 || Time: 182506 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 1.86, -2.85, -4.23 | Gyro: -317.5, -73.4, -37.0 || MPU2 Acc: 4.39, 1.72, -6.81 | Gyro: 161.6, -289.9, 34.5 || Time: 182516 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 1.28, -1.70, -3.41 | Gyro: -286.0, -66.9, -29.4 || MPU2 Acc: 3.95, 1.15, -5.71 | Gyro: 146.3, -257.4, 37.0 || Time: 182526 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 1.01, -0.47, -2.88 | Gyro: -252.2, -62.1, -18.4 || MPU2 Acc: 2.84, 1.08, -4.74 | Gyro: 130.7, -221.7, 44.4 || Time: 182538 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.72, 0.39, -2.76 | Gyro: -231.2, -58.7, -6.6 || MPU2 Acc: 2.27, 1.51, -4.31 | Gyro: 118.8, -197.7, 51.9 || Time: 182548 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.65, 1.03, -2.48 | Gyro: -214.1, -55.0, 9.2 || MPU2 Acc: 1.55, 1.58, -3.84 | Gyro: 108.6, -177.3, 62.6 || Time: 182558 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.40, 1.78, -2.68 | Gyro: -198.7, -53.1, 23.8 || MPU2 Acc: 0.77, 1.29, -4.10 | Gyro: 99.8, -159.0, 72.9 || Time: 182569 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 0.05, 1.47, -1.89 | Gyro: -186.0, -50.4, 40.4 || MPU2 Acc: 0.42, 1.11, -3.25 | Gyro: 93.3, -146.3, 78.9 || Time: 182578 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.19, 2.01, -2.14 | Gyro: -175.1, -51.2, 53.4 || MPU2 Acc: -0.06, 0.67, -3.19 | Gyro: 89.9, -135.3, 87.6 || Time: 182588 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.68, 2.20, -2.42 | Gyro: -166.2, -52.6, 65.3 || MPU2 Acc: -0.52, 0.67, -3.29 | Gyro: 86.0, -125.2, 95.6 || Time: 182599 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 1.15, 2.56, -2.97 | Gyro: -160.2, -51.4, 74.2 || MPU2 Acc: -0.90, 1.03, -3.36 | Gyro: 80.2, -118.5, 102.2 || Time: 182609 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 1.56, 2.87, -3.32 | Gyro: -156.5, -47.2, 85.2 || MPU2 Acc: -1.18, 1.56, -3.48 | Gyro: 75.2, -114.6, 110.9 || Time: 182619 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 1.60, 3.06, -3.88 | Gyro: -153.9, -40.6, 98.3 || MPU2 Acc: -1.33, 1.56, -3.51 | Gyro: 66.3, -112.7, 124.8 || Time: 182631 ms
Enc Cnt: 7 | Angle: 1.5° || MPU1 Acc: 1.46, 3.21, -4.45 | Gyro: -154.0, -35.2, 108.2 || MPU2 Acc: -1.15, 1.23, -3.61 | Gyro: 59.2, -112.1, 136.7 || Time: 182641 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 1.46, 3.23, -4.54 | Gyro: -155.2, -29.0, 118.1 || MPU2 Acc: -1.44, 1.25, -3.77 | Gyro: 51.5, -112.9, 147.4 || Time: 182651 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 1.30, 3.00, -4.68 | Gyro: -157.0, -23.1, 128.9 || MPU2 Acc: -1.33, 1.18, -3.95 | Gyro: 45.7, -115.4, 158.4 || Time: 182661 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.84, 2.63, -4.79 | Gyro: -158.4, -17.6, 138.0 || MPU2 Acc: -0.67, 0.84, -3.65 | Gyro: 39.3, -116.1, 169.7 || Time: 182671 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.48, 2.21, -4.81 | Gyro: -159.4, -11.1, 147.2 || MPU2 Acc: -0.45, 0.63, -3.55 | Gyro: 31.1, -115.6, 180.5 || Time: 182681 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.01, 1.77, -4.97 | Gyro: -158.8, -4.6, 155.8 || MPU2 Acc: -0.16, 0.20, -3.88 | Gyro: 24.6, -114.8, 189.4 || Time: 182692 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.13, 1.18, -4.75 | Gyro: -158.1, 0.0, 160.4 || MPU2 Acc: 0.15, -0.37, -3.51 | Gyro: 20.2, -114.7, 195.2 || Time: 182701 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.34, 0.70, -4.87 | Gyro: -155.5, 5.3, 161.1 || MPU2 Acc: 0.81, -0.76, -3.52 | Gyro: 13.8, -113.8, 200.7 || Time: 182711 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.48, 0.04, -5.02 | Gyro: -152.0, 11.7, 160.0 || MPU2 Acc: 1.30, -0.69, -3.24 | Gyro: 5.0, -111.5, 203.9 || Time: 182722 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.91, -0.42, -4.93 | Gyro: -147.8, 18.6, 159.0 || MPU2 Acc: 1.96, -0.82, -3.18 | Gyro: -3.4, -108.4, 205.9 || Time: 182732 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -1.98, -0.69, -4.65 | Gyro: -142.8, 25.6, 159.8 || MPU2 Acc: 2.42, -1.20, -3.09 | Gyro: -11.1, -104.6, 210.5 || Time: 182742 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -2.92, -1.36, -3.25 | Gyro: -133.6, 32.7, 162.5 || MPU2 Acc: 3.25, -2.56, -2.38 | Gyro: -18.2, -96.9, 214.6 || Time: 182754 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -4.78, -1.94, -3.31 | Gyro: -125.1, 31.7, 170.8 || MPU2 Acc: 3.97, -2.65, -2.49 | Gyro: -25.3, -86.3, 218.0 || Time: 182764 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -4.93, -2.64, -3.19 | Gyro: -111.4, 31.0, 174.4 || MPU2 Acc: 4.59, -3.11, -2.35 | Gyro: -30.1, -74.0, 217.3 || Time: 182774 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -4.57, -3.44, -3.04 | Gyro: -94.1, 31.2, 175.0 || MPU2 Acc: 4.97, -3.30, -2.13 | Gyro: -36.8, -56.2, 215.4 || Time: 182786 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -4.18, -3.95, -3.02 | Gyro: -78.4, 33.2, 171.2 || MPU2 Acc: 5.21, -2.95, -1.98 | Gyro: -43.5, -43.0, 210.0 || Time: 182796 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -3.71, -4.15, -3.30 | Gyro: -64.7, 37.0, 166.2 || MPU2 Acc: 5.17, -2.67, -1.83 | Gyro: -50.3, -31.7, 205.5 || Time: 182806 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -3.46, -4.06, -3.46 | Gyro: -53.2, 42.8, 159.5 || MPU2 Acc: 4.92, -2.48, -1.69 | Gyro: -58.7, -23.0, 200.8 || Time: 182816 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -3.73, -3.65, -3.80 | Gyro: -47.4, 47.7, 153.3 || MPU2 Acc: 4.71, -2.62, -1.59 | Gyro: -65.7, -18.8, 196.3 || Time: 182826 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -3.93, -3.48, -3.51 | Gyro: -45.2, 51.8, 150.6 || MPU2 Acc: 4.10, -2.28, -1.63 | Gyro: -70.2, -18.0, 195.3 || Time: 182836 ms
Enc Cnt: -6 | Angle: -1.3° || MPU1 Acc: -3.48, -3.37, -3.35 | Gyro: -45.6, 55.2, 149.4 || MPU2 Acc: 3.82, -2.10, -1.40 | Gyro: -74.8, -18.5, 193.9 || Time: 182847 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -2.48, -3.42, -3.36 | Gyro: -47.4, 59.8, 144.2 || MPU2 Acc: 3.31, -1.62, -1.02 | Gyro: -79.1, -22.3, 191.1 || Time: 182856 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -1.90, -3.32, -3.40 | Gyro: -50.4, 65.9, 137.2 || MPU2 Acc: 3.29, -1.46, -0.80 | Gyro: -83.6, -27.7, 189.2 || Time: 182866 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -2.22, -3.61, -3.03 | Gyro: -55.6, 74.1, 128.2 || MPU2 Acc: 2.84, -1.43, -0.34 | Gyro: -88.6, -35.6, 186.5 || Time: 182877 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -3.69, -3.65, -2.62 | Gyro: -61.6, 78.0, 124.9 || MPU2 Acc: 3.12, -1.28, 0.10 | Gyro: -92.6, -42.4, 184.5 || Time: 182887 ms
Enc Cnt: -17 | Angle: -4.0° || MPU1 Acc: -4.07, 0.18, -1.52 | Gyro: -71.5, 113.5, 103.7 || MPU2 Acc: 3.52, -5.35, 0.46 | Gyro: -88.6, -58.6, 190.3 || Time: 182897 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -9.51, -7.42, 0.38 | Gyro: -77.4, 47.1, 92.4 || MPU2 Acc: 7.01, -2.16, 12.90 | Gyro: -69.3, -28.3, 167.4 || Time: 182907 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -6.97, -6.62, 3.13 | Gyro: -81.4, 34.2, 112.7 || MPU2 Acc: 7.19, -2.85, 1.56 | Gyro: -51.4, -54.3, 171.2 || Time: 182919 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -3.95, -11.44, 1.74 | Gyro: -78.1, 21.0, 121.3 || MPU2 Acc: 9.02, -0.40, 2.48 | Gyro: -43.8, -51.2, 167.2 || Time: 182929 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: -2.55, -13.92, 2.03 | Gyro: -69.4, 25.3, 119.1 || MPU2 Acc: 10.65, 0.16, 2.73 | Gyro: -38.2, -50.6, 154.1 || Time: 182939 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -0.83, -18.99, 2.13 | Gyro: -51.9, 18.3, 101.3 || MPU2 Acc: 15.57, -0.26, 1.77 | Gyro: -31.8, -40.8, 126.1 || Time: 182949 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: 1.85, -18.99, 2.93 | Gyro: -31.9, 8.5, 61.5 || MPU2 Acc: 15.57, 0.52, 3.01 | Gyro: -23.8, -25.2, 79.6 || Time: 182959 ms
Enc Cnt: -28 | Angle: -6.7° || MPU1 Acc: 6.76, -18.99, 5.58 | Gyro: -9.0, 5.8, -4.8 || MPU2 Acc: 15.57, 1.28, 5.11 | Gyro: -13.9, -10.2, 18.6 || Time: 182969 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 6.66, -18.99, 6.56 | Gyro: 9.6, 0.7, -85.8 || MPU2 Acc: 15.57, 0.55, 5.64 | Gyro: 2.3, -3.4, -36.4 || Time: 182980 ms
Enc Cnt: -32 | Angle: -8.0° || MPU1 Acc: 1.92, -18.99, 4.07 | Gyro: 7.7, -13.3, -141.5 || MPU2 Acc: 10.44, 0.34, 4.09 | Gyro: 20.7, -20.3, -68.0 || Time: 182989 ms
Enc Cnt: -36 | Angle: -8.8° || MPU1 Acc: 8.78, -12.66, 3.39 | Gyro: 4.1, -23.9, -195.4 || MPU2 Acc: 7.01, 1.25, 2.60 | Gyro: 37.8, -33.5, -88.0 || Time: 182999 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: 7.91, -8.43, -6.66 | Gyro: -25.1, -16.8, -244.4 || MPU2 Acc: 3.92, 2.23, 0.57 | Gyro: 49.4, -64.6, -102.8 || Time: 183011 ms
Enc Cnt: -49 | Angle: -12.0° || MPU1 Acc: -10.47, -6.62, -17.57 | Gyro: -36.8, -1.1, -289.6 || MPU2 Acc: -3.65, 7.22, 5.17 | Gyro: 40.4, -93.0, -69.3 || Time: 183020 ms
Enc Cnt: -59 | Angle: -14.5° || MPU1 Acc: -10.47, -8.71, -13.08 | Gyro: -56.8, 19.5, -328.8 || MPU2 Acc: -6.06, -1.36, -3.95 | Gyro: 26.6, -118.4, -72.4 || Time: 183030 ms
Enc Cnt: -70 | Angle: -17.3° || MPU1 Acc: -3.80, -3.87, -2.94 | Gyro: -68.2, 9.4, -329.4 || MPU2 Acc: -5.46, 1.36, 0.31 | Gyro: 16.5, -124.0, -87.2 || Time: 183042 ms
Enc Cnt: -77 | Angle: -19.0° || MPU1 Acc: -6.34, -9.14, 1.92 | Gyro: -71.3, 4.6, -307.0 || MPU2 Acc: -0.67, -3.00, 3.78 | Gyro: 18.9, -133.8, -101.6 || Time: 183051 ms
Enc Cnt: -74 | Angle: -18.8° || MPU1 Acc: 22.18, -1.74, 21.67 | Gyro: -82.0, -133.4, 43.8 || MPU2 Acc: 15.57, -10.10, -20.51 | Gyro: -0.4, -132.0, -195.3 || Time: 183061 ms
Enc Cnt: -66 | Angle: -16.5° || MPU1 Acc: 3.71, 12.05, -17.57 | Gyro: -49.1, -21.0, 24.3 || MPU2 Acc: -14.24, -2.10, 8.74 | Gyro: 90.1, -53.6, -180.1 || Time: 183073 ms
