=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.02, -0.04, -0.03 | Gyro: 0.1, -0.3, -0.1 || MPU2 Acc: -0.03, -0.02, 0.07 | Gyro: -0.5, -0.1, -0.2 || Time: 12008 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -1.24, 1.25, -0.19 | Gyro: -42.1, -56.7, -14.5 || MPU2 Acc: -0.92, -1.76, 0.23 | Gyro: 58.9, -36.6, 8.1 || Time: 147699 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -3.29, 1.75, 0.22 | Gyro: -53.5, -59.0, -13.5 || MPU2 Acc: -1.77, -2.19, 1.98 | Gyro: 70.1, -47.0, 8.4 || Time: 147709 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -1.27, 3.71, -1.21 | Gyro: -72.1, -66.4, -14.7 || MPU2 Acc: -2.90, -2.64, 0.23 | Gyro: 77.4, -65.0, 13.7 || Time: 147721 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -6.38, 3.46, -2.33 | Gyro: -100.0, -68.4, -4.6 || MPU2 Acc: -3.92, -4.24, 0.71 | Gyro: 87.2, -88.1, 14.7 || Time: 147731 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -7.93, 4.48, -4.42 | Gyro: -133.0, -80.8, 2.5 || MPU2 Acc: -4.81, -6.10, -0.58 | Gyro: 101.9, -119.4, 16.7 || Time: 147741 ms
Enc Cnt: 19 | Angle: 4.5° || MPU1 Acc: -3.64, 5.01, -5.09 | Gyro: -169.5, -91.4, 3.9 || MPU2 Acc: -5.16, -5.89, -1.96 | Gyro: 114.6, -153.8, 15.2 || Time: 147751 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.52, 3.77, -8.76 | Gyro: -200.2, -101.0, -3.0 || MPU2 Acc: -5.81, -1.55, -4.29 | Gyro: 112.5, -197.3, 10.3 || Time: 147761 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 7.96, 4.02, -10.31 | Gyro: -228.9, -75.2, -28.2 || MPU2 Acc: -4.46, 2.11, -5.39 | Gyro: 99.4, -234.7, 3.9 || Time: 147771 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 6.41, 2.60, -9.15 | Gyro: -252.6, -26.5, -37.6 || MPU2 Acc: -3.68, 6.04, -4.41 | Gyro: 78.5, -255.3, 4.0 || Time: 147782 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 4.30, 3.92, -7.77 | Gyro: -270.6, 3.3, -34.1 || MPU2 Acc: -2.17, 2.40, -4.10 | Gyro: 59.9, -267.3, 15.2 || Time: 147791 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 1.29, 3.65, -6.03 | Gyro: -287.3, 17.4, -35.8 || MPU2 Acc: -3.37, -1.37, -4.03 | Gyro: 52.0, -284.6, 23.6 || Time: 147801 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.06, 2.75, -3.26 | Gyro: -297.7, 18.8, -42.9 || MPU2 Acc: -4.04, -2.03, -3.78 | Gyro: 53.3, -299.3, 21.1 || Time: 147812 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.63, 2.30, -2.45 | Gyro: -299.9, 16.9, -47.7 || MPU2 Acc: -3.13, -1.08, -3.84 | Gyro: 56.0, -304.4, 16.4 || Time: 147822 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 1.36, 1.80, -1.03 | Gyro: -294.1, 16.6, -48.0 || MPU2 Acc: -1.40, 0.54, -3.54 | Gyro: 55.5, -299.9, 15.9 || Time: 147832 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.56, 1.56, 0.77 | Gyro: -277.2, 15.7, -43.6 || MPU2 Acc: 0.06, 0.10, -2.53 | Gyro: 55.3, -280.3, 22.2 || Time: 147844 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: -1.10, 1.78, 1.20 | Gyro: -262.8, 10.5, -38.7 || MPU2 Acc: -0.38, -1.30, -2.10 | Gyro: 55.9, -261.6, 26.4 || Time: 147853 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: -1.79, 2.46, 0.73 | Gyro: -249.1, 0.2, -33.4 || MPU2 Acc: -1.25, -2.22, -2.38 | Gyro: 61.5, -244.8, 28.3 || Time: 147863 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: -0.55, 2.96, -0.21 | Gyro: -234.5, -9.3, -28.6 || MPU2 Acc: -1.97, -1.25, -2.73 | Gyro: 66.4, -229.7, 28.4 || Time: 147876 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.69, 3.33, -0.94 | Gyro: -224.2, -11.5, -26.0 || MPU2 Acc: -1.64, -0.24, -2.96 | Gyro: 64.5, -218.1, 29.6 || Time: 147885 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 1.23, 3.52, -1.58 | Gyro: -214.2, -9.8, -22.9 || MPU2 Acc: -1.82, 0.32, -3.08 | Gyro: 60.8, -207.7, 33.6 || Time: 147895 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 1.03, 3.98, -2.13 | Gyro: -206.4, -6.6, -17.8 || MPU2 Acc: -2.09, 0.35, -3.05 | Gyro: 55.8, -200.4, 39.4 || Time: 147906 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.81, 4.23, -2.25 | Gyro: -201.4, -4.4, -11.6 || MPU2 Acc: -2.48, 0.24, -3.03 | Gyro: 51.0, -195.0, 44.6 || Time: 147915 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.85, 4.31, -2.20 | Gyro: -200.1, -2.3, -4.6 || MPU2 Acc: -2.56, 0.18, -2.86 | Gyro: 46.1, -191.7, 50.8 || Time: 147925 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 1.03, 4.00, -2.09 | Gyro: -196.7, 0.3, -0.3 || MPU2 Acc: -2.46, 0.07, -2.60 | Gyro: 41.7, -187.9, 56.1 || Time: 147936 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 1.04, 3.80, -1.98 | Gyro: -194.5, 1.9, 2.2 || MPU2 Acc: -2.43, 0.05, -2.53 | Gyro: 39.0, -185.3, 59.6 || Time: 147946 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.58, 3.62, -1.79 | Gyro: -190.7, 3.5, 6.3 || MPU2 Acc: -2.08, 0.14, -2.51 | Gyro: 36.6, -182.9, 64.6 || Time: 147956 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.06, 3.32, -1.72 | Gyro: -187.2, 3.8, 12.4 || MPU2 Acc: -1.61, -0.10, -2.44 | Gyro: 32.9, -176.7, 69.1 || Time: 147966 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.44, 3.07, -1.40 | Gyro: -181.2, 2.8, 19.2 || MPU2 Acc: -1.22, -0.57, -2.42 | Gyro: 30.9, -169.4, 74.5 || Time: 147977 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: -0.34, 2.68, -1.26 | Gyro: -174.6, 1.5, 24.2 || MPU2 Acc: -0.96, -0.76, -2.33 | Gyro: 30.7, -162.4, 78.0 || Time: 147986 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.14, 2.15, -1.18 | Gyro: -166.3, 0.1, 27.2 || MPU2 Acc: -0.58, -0.73, -2.30 | Gyro: 28.6, -152.8, 80.6 || Time: 147996 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 0.07, 1.60, -1.31 | Gyro: -154.3, -1.3, 27.6 || MPU2 Acc: -0.10, -0.82, -2.33 | Gyro: 26.3, -140.7, 81.5 || Time: 148007 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.10, 1.27, -1.39 | Gyro: -142.9, -2.1, 25.2 || MPU2 Acc: 0.23, -0.95, -2.37 | Gyro: 23.8, -129.5, 80.0 || Time: 148017 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.11, 0.96, -1.52 | Gyro: -131.7, -2.4, 21.9 || MPU2 Acc: 0.44, -1.07, -2.49 | Gyro: 21.7, -118.8, 78.5 || Time: 148027 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.15, 0.76, -1.73 | Gyro: -116.0, -1.7, 18.0 || MPU2 Acc: 0.93, -0.83, -2.37 | Gyro: 16.6, -104.9, 75.7 || Time: 148039 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.25, 0.64, -1.73 | Gyro: -104.9, 0.0, 16.8 || MPU2 Acc: 1.07, -0.75, -2.29 | Gyro: 10.5, -93.4, 75.0 || Time: 148049 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -0.07, 0.44, -1.77 | Gyro: -92.2, 3.3, 16.6 || MPU2 Acc: 1.12, -0.56, -1.98 | Gyro: 4.1, -81.9, 74.9 || Time: 148059 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.58, 0.15, -1.63 | Gyro: -79.2, 7.9, 13.0 || MPU2 Acc: 1.40, -0.52, -1.92 | Gyro: -2.8, -70.7, 73.9 || Time: 148069 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.52, -0.16, -1.60 | Gyro: -69.2, 12.6, 7.4 || MPU2 Acc: 1.41, -0.57, -1.60 | Gyro: -10.2, -60.8, 72.7 || Time: 148079 ms
Enc Cnt: 12 | Angle: 3.2° || MPU1 Acc: 0.02, -0.26, -1.26 | Gyro: -58.7, 18.0, 1.8 || MPU2 Acc: 1.25, -0.79, -1.27 | Gyro: -16.3, -52.5, 70.3 || Time: 148089 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.97, -0.17, -0.92 | Gyro: -50.4, 21.9, -0.5 || MPU2 Acc: 1.10, -1.02, -0.97 | Gyro: -21.0, -43.6, 68.2 || Time: 148100 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -1.37, -0.25, -1.00 | Gyro: -44.2, 23.9, -0.2 || MPU2 Acc: 0.96, -1.08, -0.80 | Gyro: -23.7, -38.7, 68.3 || Time: 148110 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -1.21, -0.32, -0.71 | Gyro: -39.1, 26.2, 1.3 || MPU2 Acc: 0.95, -1.05, -0.42 | Gyro: -28.3, -33.6, 67.3 || Time: 148120 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -1.43, -0.79, -0.43 | Gyro: -32.8, 28.7, 2.3 || MPU2 Acc: 0.90, -1.02, -0.24 | Gyro: -31.4, -27.6, 66.1 || Time: 148132 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -1.80, -1.09, 0.27 | Gyro: -28.0, 28.7, 4.0 || MPU2 Acc: 1.12, -1.14, -0.08 | Gyro: -32.0, -21.6, 64.5 || Time: 148142 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -1.82, -1.16, 0.39 | Gyro: -23.4, 27.5, 7.1 || MPU2 Acc: 1.13, -0.91, 0.13 | Gyro: -31.6, -16.4, 64.5 || Time: 148152 ms
Enc Cnt: -5 | Angle: -1.0° || MPU1 Acc: -1.60, -1.04, 0.36 | Gyro: -18.8, 26.2, 11.8 || MPU2 Acc: 1.02, -0.53, 0.03 | Gyro: -32.2, -12.0, 65.0 || Time: 148163 ms
Enc Cnt: -7 | Angle: -1.5° || MPU1 Acc: -1.61, -0.90, 0.23 | Gyro: -16.8, 24.5, 18.1 || MPU2 Acc: 0.97, -0.19, 0.40 | Gyro: -32.4, -9.2, 65.8 || Time: 148172 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -1.82, -1.13, 0.34 | Gyro: -16.1, 23.7, 26.8 || MPU2 Acc: 1.20, -0.10, 0.35 | Gyro: -31.6, -7.5, 69.5 || Time: 148182 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -1.79, -1.27, 0.21 | Gyro: -16.0, 22.4, 36.1 || MPU2 Acc: 1.26, -0.25, 0.48 | Gyro: -31.9, -5.8, 72.8 || Time: 148192 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -1.79, -1.61, 0.26 | Gyro: -16.1, 20.0, 45.1 || MPU2 Acc: 1.37, -0.16, 0.26 | Gyro: -31.2, -4.8, 75.8 || Time: 148202 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -1.80, -1.97, 0.19 | Gyro: -15.9, 18.4, 53.2 || MPU2 Acc: 1.56, -0.21, 0.11 | Gyro: -29.7, -3.6, 78.4 || Time: 148212 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -1.77, -2.46, 0.24 | Gyro: -14.6, 16.9, 61.6 || MPU2 Acc: 1.95, -0.12, 0.08 | Gyro: -29.5, -0.8, 80.1 || Time: 148222 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -1.50, -2.96, 0.15 | Gyro: -11.8, 15.5, 70.8 || MPU2 Acc: 2.17, 0.02, -0.01 | Gyro: -29.9, 2.6, 80.3 || Time: 148233 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -1.08, -3.34, 0.02 | Gyro: -7.4, 15.1, 77.4 || MPU2 Acc: 2.38, 0.17, -0.20 | Gyro: -31.2, 6.8, 78.5 || Time: 148243 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -0.46, -3.56, 0.02 | Gyro: -2.4, 16.4, 82.6 || MPU2 Acc: 2.51, 0.46, -0.12 | Gyro: -32.0, 11.6, 76.2 || Time: 148253 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.46, -3.54, -0.04 | Gyro: 3.2, 18.4, 84.2 || MPU2 Acc: 2.43, 0.62, -0.15 | Gyro: -34.7, 17.5, 73.1 || Time: 148265 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 1.00, -3.59, -0.10 | Gyro: 7.7, 21.2, 81.2 || MPU2 Acc: 2.37, 0.62, -0.10 | Gyro: -37.2, 20.9, 70.6 || Time: 148274 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 1.00, -3.71, -0.14 | Gyro: 11.0, 23.4, 77.4 || MPU2 Acc: 2.30, 0.59, -0.08 | Gyro: -38.4, 23.6, 66.3 || Time: 148284 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.69, -3.85, -0.17 | Gyro: 12.8, 25.1, 73.5 || MPU2 Acc: 2.30, 0.47, -0.03 | Gyro: -38.6, 26.1, 61.5 || Time: 148294 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.63, -3.93, -0.08 | Gyro: 14.2, 25.3, 69.9 || MPU2 Acc: 2.17, 0.32, 0.03 | Gyro: -38.6, 26.1, 56.9 || Time: 148304 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.69, -4.05, 0.20 | Gyro: 14.8, 24.4, 65.2 || MPU2 Acc: 2.36, 0.37, 0.19 | Gyro: -37.3, 25.8, 51.2 || Time: 148314 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.53, -4.26, 0.45 | Gyro: 15.4, 22.6, 60.5 || MPU2 Acc: 2.42, 0.35, 0.32 | Gyro: -34.5, 24.8, 45.0 || Time: 148325 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 0.31, -4.64, 0.77 | Gyro: 15.8, 20.4, 58.4 || MPU2 Acc: 2.61, 0.53, 0.48 | Gyro: -31.3, 24.5, 39.7 || Time: 148335 ms
Enc Cnt: -12 | Angle: -3.2° || MPU1 Acc: 0.47, -4.87, 1.21 | Gyro: 16.7, 17.2, 57.4 || MPU2 Acc: 2.73, 0.68, 0.59 | Gyro: -27.8, 24.4, 33.1 || Time: 148345 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 1.01, -5.10, 1.48 | Gyro: 17.8, 13.5, 52.5 || MPU2 Acc: 2.63, 0.46, 0.92 | Gyro: -22.4, 23.9, 25.7 || Time: 148355 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 1.29, -5.25, 1.67 | Gyro: 19.4, 9.0, 43.2 || MPU2 Acc: 2.75, 0.23, 0.97 | Gyro: -16.3, 23.3, 17.0 || Time: 148365 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 17.56, 1.71, 21.65 | Gyro: 37.1, 83.6, -20.0 || MPU2 Acc: 2.23, -9.79, 19.02 | Gyro: 17.1, 22.4, 11.9 || Time: 148375 ms
Enc Cnt: -12 | Angle: -2.7° || MPU1 Acc: 0.99, -6.42, 6.09 | Gyro: 23.2, -17.7, -16.0 || MPU2 Acc: 1.78, 0.12, 3.28 | Gyro: 9.0, 19.4, -14.2 || Time: 148386 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 1.06, -4.56, 0.78 | Gyro: 22.8, -29.1, -30.0 || MPU2 Acc: 3.09, -0.95, 0.39 | Gyro: 16.8, 11.2, -21.3 || Time: 148396 ms
Enc Cnt: -13 | Angle: -3.0° || MPU1 Acc: 0.56, -5.30, 0.88 | Gyro: 23.3, -28.0, -40.9 || MPU2 Acc: 2.76, 0.31, 1.43 | Gyro: 17.5, 6.4, -28.4 || Time: 148406 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 1.03, -4.95, 0.29 | Gyro: 21.7, -25.6, -52.7 || MPU2 Acc: 2.89, -0.70, 0.34 | Gyro: 22.1, 5.2, -34.1 || Time: 148416 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 2.54, -5.37, -0.62 | Gyro: 19.5, -27.1, -70.5 || MPU2 Acc: 2.60, 0.08, 0.28 | Gyro: 25.4, 0.7, -43.7 || Time: 148427 ms
Enc Cnt: -16 | Angle: -3.7° || MPU1 Acc: 9.25, -6.43, 0.48 | Gyro: 17.4, -16.2, -98.2 || MPU2 Acc: 2.70, 3.41, 0.35 | Gyro: 25.0, -3.9, -59.1 || Time: 148436 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 5.47, 4.23, -6.54 | Gyro: 6.5, -11.3, -123.7 || MPU2 Acc: -4.30, 3.02, -2.30 | Gyro: 12.9, -17.6, -50.1 || Time: 148446 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 3.48, 3.51, -3.78 | Gyro: -12.4, 7.0, -145.0 || MPU2 Acc: -5.22, 1.68, -1.30 | Gyro: 1.3, -33.2, -41.5 || Time: 148458 ms
Enc Cnt: -26 | Angle: -6.2° || MPU1 Acc: 2.18, 1.35, -0.76 | Gyro: -19.8, 8.9, -149.0 || MPU2 Acc: -5.85, 0.28, -2.31 | Gyro: -1.7, -52.3, -55.1 || Time: 148467 ms
Enc Cnt: -28 | Angle: -7.0° || MPU1 Acc: -3.54, -0.65, -2.00 | Gyro: -29.1, 11.7, -136.4 || MPU2 Acc: -2.65, -1.43, -2.42 | Gyro: 3.1, -57.5, -68.1 || Time: 148477 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: -0.93, -0.39, -0.00 | Gyro: -32.1, 4.9, -128.0 || MPU2 Acc: -1.36, 0.18, -0.61 | Gyro: 4.5, -57.0, -70.3 || Time: 148489 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: -0.61, -0.93, 0.75 | Gyro: -30.0, 5.7, -124.6 || MPU2 Acc: -0.92, -0.01, -0.44 | Gyro: 6.4, -54.3, -68.5 || Time: 148499 ms
Enc Cnt: -35 | Angle: -8.8° || MPU1 Acc: -2.06, -0.85, 1.48 | Gyro: -30.0, 19.1, -123.9 || MPU2 Acc: -2.24, -3.40, 1.53 | Gyro: 13.4, -52.8, -69.8 || Time: 148509 ms
Enc Cnt: -34 | Angle: -8.5° || MPU1 Acc: -4.61, -2.64, 4.87 | Gyro: -12.7, -1.1, -71.0 || MPU2 Acc: 1.68, -1.52, -1.51 | Gyro: 29.7, -36.3, -95.6 || Time: 148522 ms
Enc Cnt: -32 | Angle: -8.0° || MPU1 Acc: -10.50, -18.97, -7.63 | Gyro: -6.9, 12.1, -19.4 || MPU2 Acc: -1.52, -5.36, 19.02 | Gyro: 31.3, -26.7, -106.6 || Time: 148531 ms
Enc Cnt: -28 | Angle: -7.0° || MPU1 Acc: -4.49, -1.82, -5.64 | Gyro: -17.0, -15.0, 0.8 || MPU2 Acc: 1.06, 4.46, 1.87 | Gyro: 15.8, -12.3, -102.3 || Time: 148541 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: -3.56, -0.45, -4.60 | Gyro: -4.3, -6.9, -13.3 || MPU2 Acc: 2.10, -0.67, -1.89 | Gyro: 4.5, 1.7, -84.0 || Time: 148551 ms
Enc Cnt: -22 | Angle: -5.7° || MPU1 Acc: -10.50, -5.19, -0.17 | Gyro: -2.4, -4.3, 3.5 || MPU2 Acc: 1.14, 1.34, -0.77 | Gyro: 5.8, -2.5, -76.7 || Time: 148561 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 1.07, -0.52, 5.61 | Gyro: 2.1, 3.3, -4.8 || MPU2 Acc: 0.17, -0.12, -0.04 | Gyro: 6.3, 0.2, -70.4 || Time: 148571 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -1.21, -0.74, -0.08 | Gyro: 0.3, -1.8, -0.4 || MPU2 Acc: -0.11, 0.16, -0.19 | Gyro: 4.7, 2.4, -65.5 || Time: 148582 ms
Enc Cnt: -14 | Angle: -3.7° || MPU1 Acc: 0.15, -0.08, 0.25 | Gyro: 1.4, 0.7, -1.7 || MPU2 Acc: -0.37, -0.05, -0.62 | Gyro: 6.4, 1.2, -63.5 || Time: 148591 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.08, -0.15, -0.27 | Gyro: 1.0, -0.5, -1.8 || MPU2 Acc: -0.45, 0.18, -0.95 | Gyro: 8.0, -1.0, -62.9 || Time: 148601 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 0.15, 0.04, -0.14 | Gyro: 0.5, 1.5, -1.4 || MPU2 Acc: 0.42, 0.05, -0.04 | Gyro: 7.6, -2.2, -58.3 || Time: 148613 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.09, -0.02, -0.26 | Gyro: 0.8, 1.9, -1.2 || MPU2 Acc: 0.15, 0.15, -0.13 | Gyro: 4.7, -1.2, -54.8 || Time: 148623 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.01, -0.03, -0.27 | Gyro: 1.1, 3.3, -1.1 || MPU2 Acc: -0.42, 0.18, 0.09 | Gyro: 1.5, -1.6, -54.8 || Time: 148633 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, -0.00, -0.23 | Gyro: 1.6, 5.7, -1.0 || MPU2 Acc: 0.05, 0.06, 0.18 | Gyro: -0.8, -4.2, -54.4 || Time: 148644 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 0.08, -0.04, -0.21 | Gyro: 1.3, 8.9, -0.9 || MPU2 Acc: 0.45, 0.26, 0.32 | Gyro: -2.9, -4.9, -51.9 || Time: 148653 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.06, 0.03, -0.20 | Gyro: 1.1, 12.3, -0.8 || MPU2 Acc: 0.94, 0.27, 0.42 | Gyro: -7.4, -4.9, -47.2 || Time: 148663 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.01, -0.02, -0.30 | Gyro: 0.9, 14.4, -0.5 || MPU2 Acc: 0.93, 0.11, -0.12 | Gyro: -10.3, -3.2, -41.7 || Time: 148673 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.00, -0.03, -0.60 | Gyro: 0.9, 14.8, -0.2 || MPU2 Acc: 0.88, 0.05, -0.43 | Gyro: -11.4, -2.1, -36.7 || Time: 148684 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.17, -0.01, -0.18 | Gyro: 0.7, 15.2, -0.1 || MPU2 Acc: 0.57, 0.00, -0.36 | Gyro: -11.7, -2.8, -34.3 || Time: 148694 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.18, 0.07, -0.44 | Gyro: 0.7, 15.5, -0.1 || MPU2 Acc: 0.36, 0.05, -0.47 | Gyro: -10.8, -3.3, -32.8 || Time: 148704 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.12, 0.03, -0.53 | Gyro: 0.3, 16.6, 0.1 || MPU2 Acc: 0.45, 0.08, -0.50 | Gyro: -11.9, -4.8, -30.9 || Time: 148716 ms
Enc Cnt: 10 | Angle: 2.2° || MPU1 Acc: 0.09, -0.05, -0.44 | Gyro: 0.4, 17.4, 0.2 || MPU2 Acc: 0.71, 0.09, -0.48 | Gyro: -13.4, -6.0, -29.3 || Time: 148726 ms
Enc Cnt: 11 | Angle: 2.5° || MPU1 Acc: 0.09, -0.03, -0.56 | Gyro: -0.2, 17.7, 0.4 || MPU2 Acc: 0.72, 0.08, -0.82 | Gyro: -13.3, -6.5, -27.4 || Time: 148736 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.06, -0.02, -0.63 | Gyro: 0.2, 16.1, 0.2 || MPU2 Acc: 0.74, -0.07, -1.00 | Gyro: -12.9, -6.1, -25.8 || Time: 148747 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.11, -0.07, -0.71 | Gyro: 0.1, 14.7, 0.2 || MPU2 Acc: 0.84, -0.02, -0.99 | Gyro: -12.2, -5.6, -24.1 || Time: 148757 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.13, 0.02, -0.71 | Gyro: 0.4, 13.5, -0.1 || MPU2 Acc: 0.92, 0.02, -0.81 | Gyro: -12.9, -4.7, -22.8 || Time: 148767 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.10, 0.02, -0.67 | Gyro: 0.3, 12.8, -0.4 || MPU2 Acc: 0.95, 0.04, -0.70 | Gyro: -13.9, -3.3, -20.8 || Time: 148779 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.14, -0.04, -0.68 | Gyro: 0.6, 12.3, -0.4 || MPU2 Acc: 0.99, -0.04, -0.94 | Gyro: -13.4, -1.9, -19.0 || Time: 148789 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.11, -0.03, -0.68 | Gyro: 0.4, 10.2, -0.5 || MPU2 Acc: 1.07, -0.05, -1.20 | Gyro: -12.9, -0.7, -17.1 || Time: 148799 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.29, -0.11, -1.58 | Gyro: 0.5, 6.8, -0.3 || MPU2 Acc: 1.17, -0.12, -1.83 | Gyro: -11.5, -0.1, -16.1 || Time: 148810 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.11, 0.02, -0.85 | Gyro: 0.4, 4.9, -0.1 || MPU2 Acc: 0.98, 0.05, -1.11 | Gyro: -8.6, 1.1, -14.7 || Time: 148819 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.10, -0.00, -0.85 | Gyro: 0.4, 3.0, -0.5 || MPU2 Acc: 0.99, -0.06, -1.26 | Gyro: -6.6, 2.9, -13.2 || Time: 148829 ms
