=== New Logging Session ===
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.05, -0.14 | Gyro: -0.2, 0.0, 0.1 || MPU2 Acc: 0.08, 0.05, -0.04 | Gyro: -0.3, -0.1, 0.3 || Time: 12006 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.06, 0.14, 0.32 | Gyro: 0.4, 14.5, 0.2 || MPU2 Acc: 0.40, 0.20, 0.69 | Gyro: -18.5, -3.3, -16.0 || Time: 157089 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.15, 0.12, -0.02 | Gyro: 0.1, 12.4, 0.2 || MPU2 Acc: 0.64, -0.31, -0.31 | Gyro: -17.8, -1.5, -14.6 || Time: 157100 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: -0.10, 0.10, -0.29 | Gyro: 0.1, 8.5, -0.1 || MPU2 Acc: -0.45, -0.36, -0.46 | Gyro: -13.5, -4.1, -14.0 || Time: 157109 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.14, 0.09, -0.11 | Gyro: -0.1, 5.7, -0.5 || MPU2 Acc: 0.47, -0.23, -0.04 | Gyro: -11.9, 1.2, -13.1 || Time: 157119 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.06, 0.08, 0.05 | Gyro: 0.4, 2.7, -0.5 || MPU2 Acc: 0.39, -0.09, -0.05 | Gyro: -9.7, 1.6, -12.1 || Time: 157129 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.01, 0.03, 0.10 | Gyro: 0.0, 2.2, -0.6 || MPU2 Acc: -0.01, 0.03, -0.10 | Gyro: -8.5, 0.3, -11.3 || Time: 157140 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.06, 0.07, 0.04 | Gyro: 0.4, 2.7, -0.8 || MPU2 Acc: 0.24, 0.20, 0.27 | Gyro: -8.6, 0.5, -12.0 || Time: 157149 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.06, 0.10, 0.01 | Gyro: -0.0, 2.9, -0.7 || MPU2 Acc: 0.11, 0.13, 0.00 | Gyro: -7.9, -1.1, -11.4 || Time: 157159 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -0.00, 0.13, 0.17 | Gyro: 0.0, 4.0, -0.4 || MPU2 Acc: -0.12, -0.00, -0.16 | Gyro: -6.2, -1.9, -11.4 || Time: 157171 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.02, 0.08, -0.01 | Gyro: 0.1, 3.5, -0.5 || MPU2 Acc: -0.11, 0.08, -0.07 | Gyro: -5.9, -2.0, -13.7 || Time: 157181 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.04, 0.06, 0.34 | Gyro: 0.1, 3.2, -0.7 || MPU2 Acc: 0.14, 0.18, 0.15 | Gyro: -5.5, -0.8, -15.3 || Time: 157191 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -0.07, 0.05, -0.00 | Gyro: 0.2, 2.8, -0.5 || MPU2 Acc: -0.00, 0.03, -0.10 | Gyro: -4.6, -0.4, -15.6 || Time: 157202 ms
Enc Cnt: 2 | Angle: 0.3° || MPU1 Acc: -0.08, 0.03, 0.11 | Gyro: 0.3, 3.1, -0.4 || MPU2 Acc: -0.01, 0.15, 0.17 | Gyro: -5.9, -0.0, -16.8 || Time: 157211 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -0.03, 0.06, 0.11 | Gyro: 0.1, 3.9, -0.7 || MPU2 Acc: -0.35, 0.11, -0.11 | Gyro: -4.6, -1.5, -18.6 || Time: 157221 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.07, 0.10, 0.13 | Gyro: 0.2, 4.4, -0.8 || MPU2 Acc: -0.14, 0.14, 0.15 | Gyro: -4.2, -3.0, -22.0 || Time: 157231 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.11, 0.07, -0.06 | Gyro: 0.5, 4.3, -2.3 || MPU2 Acc: 0.45, -0.11, -0.51 | Gyro: -3.7, -4.1, -23.2 || Time: 157241 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.01, 0.13, 0.06 | Gyro: 0.2, 4.8, -2.7 || MPU2 Acc: 0.05, 0.21, 0.23 | Gyro: -3.5, -3.2, -22.7 || Time: 157251 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.19, -0.05, -0.28 | Gyro: -0.2, 4.3, -2.2 || MPU2 Acc: 0.45, 0.33, -0.31 | Gyro: -3.3, -3.8, -23.3 || Time: 157261 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.93, 3.97, 0.62 | Gyro: -24.5, -18.0, -10.8 || MPU2 Acc: -4.18, -3.95, -0.17 | Gyro: 14.9, -11.7, -7.7 || Time: 157271 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.01, 1.47, 1.86 | Gyro: -36.0, -7.6, -12.3 || MPU2 Acc: -3.83, 1.11, 3.50 | Gyro: 19.5, -29.6, -14.1 || Time: 157281 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.51, 2.59, 1.94 | Gyro: -54.8, -1.8, -12.1 || MPU2 Acc: -2.04, -1.48, 3.14 | Gyro: 24.7, -54.9, -12.0 || Time: 157291 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.52, 2.71, 2.56 | Gyro: -74.1, -4.4, -18.3 || MPU2 Acc: -2.96, -0.52, 3.34 | Gyro: 31.8, -73.4, -8.8 || Time: 157303 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.66, 2.91, 1.18 | Gyro: -94.3, -3.8, -21.1 || MPU2 Acc: -2.91, -0.17, 2.30 | Gyro: 32.0, -93.2, -6.1 || Time: 157312 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.83, 3.06, 1.53 | Gyro: -115.0, -5.1, -26.1 || MPU2 Acc: -3.42, -1.82, 2.25 | Gyro: 44.6, -107.6, -0.2 || Time: 157322 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.87, 4.31, 3.23 | Gyro: -144.4, -10.0, -33.6 || MPU2 Acc: -3.91, -2.37, 3.86 | Gyro: 59.1, -133.8, 4.4 || Time: 157334 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.33, 2.84, 2.23 | Gyro: -160.3, -6.1, -36.7 || MPU2 Acc: -3.10, -0.74, 2.66 | Gyro: 64.4, -150.8, 4.0 || Time: 157344 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.69, 4.01, 2.40 | Gyro: -180.9, -10.2, -40.3 || MPU2 Acc: -3.57, -2.23, 2.38 | Gyro: 73.2, -170.4, 11.7 || Time: 157354 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.98, 1.47, 0.26 | Gyro: -195.6, -11.6, -44.0 || MPU2 Acc: -3.21, 0.14, 0.99 | Gyro: 77.0, -189.3, 9.4 || Time: 157365 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.47, 1.53, 0.31 | Gyro: -204.7, -3.9, -41.2 || MPU2 Acc: -1.07, -0.05, 0.92 | Gyro: 79.9, -200.5, 7.9 || Time: 157374 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.27, 2.18, 0.62 | Gyro: -214.9, -9.1, -44.2 || MPU2 Acc: -1.74, -1.44, -0.46 | Gyro: 86.3, -208.7, 15.0 || Time: 157384 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.05, 1.71, 0.07 | Gyro: -221.2, -9.7, -44.2 || MPU2 Acc: -2.04, 0.21, -0.31 | Gyro: 87.1, -213.0, 15.4 || Time: 157395 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.32, 0.59, -0.67 | Gyro: -221.9, -5.8, -42.3 || MPU2 Acc: -0.68, 0.16, -1.15 | Gyro: 86.5, -216.5, 15.1 || Time: 157405 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.78, -0.24, -1.44 | Gyro: -218.1, -5.3, -41.3 || MPU2 Acc: 0.45, -0.35, -1.78 | Gyro: 84.6, -209.8, 16.1 || Time: 157415 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.24, -0.87, -3.24 | Gyro: -204.7, -2.9, -37.1 || MPU2 Acc: 1.10, 0.50, -4.67 | Gyro: 77.3, -200.0, 14.2 || Time: 157427 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.31, -0.43, -2.89 | Gyro: -194.8, -6.2, -35.1 || MPU2 Acc: 1.42, -0.45, -3.80 | Gyro: 74.9, -185.0, 14.3 || Time: 157437 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.61, -1.45, -1.93 | Gyro: -180.0, -5.0, -33.6 || MPU2 Acc: 2.26, 1.15, -3.49 | Gyro: 71.5, -174.7, 10.8 || Time: 157447 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.30, -0.91, -2.55 | Gyro: -165.0, -4.8, -28.3 || MPU2 Acc: 3.64, 0.58, -3.48 | Gyro: 65.5, -158.0, 11.5 || Time: 157457 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.53, -1.34, -2.67 | Gyro: -154.1, -6.2, -26.8 || MPU2 Acc: 2.30, 0.63, -4.32 | Gyro: 61.2, -146.6, 13.8 || Time: 157467 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.44, -1.86, -3.23 | Gyro: -139.7, -3.5, -22.4 || MPU2 Acc: 2.63, 1.49, -3.19 | Gyro: 54.4, -132.7, 11.5 || Time: 157477 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.35, -1.63, -2.67 | Gyro: -122.9, -3.2, -18.6 || MPU2 Acc: 3.20, 0.99, -3.62 | Gyro: 48.2, -117.1, 11.0 || Time: 157488 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.46, -1.36, -2.03 | Gyro: -109.8, -3.9, -16.9 || MPU2 Acc: 2.64, 0.61, -2.87 | Gyro: 45.1, -104.1, 11.5 || Time: 157498 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.21, -1.37, -2.13 | Gyro: -97.8, -3.4, -12.7 || MPU2 Acc: 3.00, 0.88, -2.48 | Gyro: 39.2, -90.7, 10.4 || Time: 157508 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.27, -1.39, -1.95 | Gyro: -85.8, -3.4, -9.9 || MPU2 Acc: 2.96, 0.99, -2.64 | Gyro: 33.9, -79.5, 9.9 || Time: 157518 ms
Enc Cnt: 12 | Angle: 2.7° || MPU1 Acc: 0.22, -0.97, -1.31 | Gyro: -75.9, -4.1, -7.4 || MPU2 Acc: 2.41, 0.30, -2.02 | Gyro: 32.3, -69.5, 10.5 || Time: 157528 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.42, -1.80, -1.98 | Gyro: -65.5, -2.4, -5.2 || MPU2 Acc: 2.77, 1.65, -2.68 | Gyro: 27.7, -62.2, 9.1 || Time: 157538 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.13, -1.56, -1.86 | Gyro: -53.6, -3.3, 2.0 || MPU2 Acc: 2.85, 1.20, -3.83 | Gyro: 19.7, -49.5, 9.3 || Time: 157548 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.04, -0.98, -1.34 | Gyro: -41.4, -3.8, 0.8 || MPU2 Acc: 2.64, 0.27, -2.70 | Gyro: 16.1, -37.7, 8.2 || Time: 157559 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.53, -1.22, -0.99 | Gyro: -33.5, -1.6, 1.6 || MPU2 Acc: 2.34, 1.14, -0.55 | Gyro: 16.6, -28.3, 7.2 || Time: 157569 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.05, -1.20, -1.61 | Gyro: -23.3, 0.3, 3.2 || MPU2 Acc: 2.28, 0.53, -2.79 | Gyro: 11.7, -25.1, 7.0 || Time: 157579 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.01, -1.27, -1.58 | Gyro: -11.2, -3.5, -0.8 || MPU2 Acc: 2.78, -0.14, -3.23 | Gyro: 7.5, -13.8, 4.0 || Time: 157589 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.15, -0.95, -0.75 | Gyro: 0.3, -1.5, 1.7 || MPU2 Acc: 2.24, 0.75, -1.72 | Gyro: 6.4, -2.4, 1.4 || Time: 157599 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.07, 0.01, 0.22 | Gyro: -0.4, -10.3, 0.9 || MPU2 Acc: 0.97, 0.69, -0.52 | Gyro: 13.1, 0.8, 6.1 || Time: 157609 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.08, -0.07, 0.37 | Gyro: -0.7, -7.2, 1.3 || MPU2 Acc: 0.47, 0.98, 0.51 | Gyro: 10.4, 0.0, 6.7 || Time: 157620 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.04, 0.11, -0.00 | Gyro: -0.8, -5.3, 1.3 || MPU2 Acc: 0.85, 0.33, 0.29 | Gyro: 7.6, 1.2, 7.4 || Time: 157630 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.13, 0.23, 0.24 | Gyro: -0.8, -3.9, 0.7 || MPU2 Acc: 0.45, 0.13, 0.35 | Gyro: 6.5, 0.4, 7.8 || Time: 157640 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -0.07, 0.10, 0.03 | Gyro: -0.5, -3.7, 0.2 || MPU2 Acc: 0.51, 0.21, 0.42 | Gyro: 5.4, 0.4, 7.4 || Time: 157651 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -0.02, 0.06, 0.05 | Gyro: -0.7, -2.0, 0.4 || MPU2 Acc: 0.53, 0.37, 0.40 | Gyro: 3.4, -0.1, 6.6 || Time: 157660 ms
Enc Cnt: 10 | Angle: 2.7° || MPU1 Acc: 0.05, 0.04, 0.07 | Gyro: -0.7, -0.6, 0.2 || MPU2 Acc: 0.65, 0.33, 0.46 | Gyro: 2.3, -0.4, 6.8 || Time: 157670 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.04, 0.03, 0.05 | Gyro: -0.4, 0.2, 0.2 || MPU2 Acc: 0.69, 0.18, 0.05 | Gyro: 1.8, -0.6, 7.6 || Time: 157680 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.02, 0.11, -0.07 | Gyro: -0.4, -0.9, 0.3 || MPU2 Acc: 0.62, 0.19, 0.01 | Gyro: 2.1, 0.6, 8.1 || Time: 157692 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: 0.00, 0.08, 0.05 | Gyro: -0.2, -1.3, -0.1 || MPU2 Acc: 0.49, 0.18, 0.11 | Gyro: 1.8, 1.1, 7.6 || Time: 157701 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.03, 0.11, 0.07 | Gyro: -0.3, -1.9, 0.1 || MPU2 Acc: 0.37, 0.25, -0.19 | Gyro: 1.9, 0.3, 7.2 || Time: 157711 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.03, 0.04, 0.04 | Gyro: 0.3, -1.9, -0.2 || MPU2 Acc: 0.33, 0.24, -0.18 | Gyro: 2.8, 1.4, 6.5 || Time: 157722 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.08, 0.09, 0.10 | Gyro: -0.6, -1.7, 0.0 || MPU2 Acc: 0.47, 0.24, 0.31 | Gyro: 3.9, 0.9, 6.0 || Time: 157732 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.05, -0.00, -0.09 | Gyro: -0.2, -1.7, -0.2 || MPU2 Acc: 0.33, 0.30, 0.17 | Gyro: 2.7, 0.6, 5.7 || Time: 157742 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.04, 0.16, 0.10 | Gyro: -0.1, -1.6, -0.2 || MPU2 Acc: 0.38, 0.22, 0.12 | Gyro: 3.2, 0.7, 4.7 || Time: 157753 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.02, 0.07, 0.08 | Gyro: -0.5, -1.3, 0.1 || MPU2 Acc: 0.30, 0.20, 0.22 | Gyro: 4.6, -0.2, 4.1 || Time: 157762 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.13, 0.14, -0.07 | Gyro: -0.6, -1.4, 0.3 || MPU2 Acc: 0.43, 0.27, -0.00 | Gyro: 4.7, -0.6, 3.0 || Time: 157772 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.04, 0.06, -0.04 | Gyro: -0.7, -2.0, 0.4 || MPU2 Acc: 0.73, 0.21, -0.22 | Gyro: 4.5, -0.4, 2.8 || Time: 157782 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.10, 0.07, 0.28 | Gyro: -0.5, -2.0, 0.3 || MPU2 Acc: 0.52, 0.14, 0.27 | Gyro: 5.4, 0.2, 3.1 || Time: 157794 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.25, 0.04, -0.25 | Gyro: -0.5, -2.7, 0.2 || MPU2 Acc: 0.62, 0.31, 0.07 | Gyro: 7.0, 0.3, 3.6 || Time: 157803 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.23, -0.08, -0.15 | Gyro: -0.8, -2.9, 0.4 || MPU2 Acc: 0.58, 0.44, -0.10 | Gyro: 5.8, 0.2, 3.5 || Time: 157813 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.09, 0.10, -0.01 | Gyro: -0.6, -3.0, 0.4 || MPU2 Acc: 0.52, 0.24, 0.11 | Gyro: 5.8, 1.2, 3.0 || Time: 157824 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.03, 0.14, 0.10 | Gyro: -0.6, -3.0, 0.6 || MPU2 Acc: 0.39, 0.26, 0.37 | Gyro: 6.7, 1.7, 2.8 || Time: 157834 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.02, 0.12, 0.25 | Gyro: -0.4, -3.3, 0.3 || MPU2 Acc: 0.27, 0.34, 0.45 | Gyro: 6.9, 2.6, 2.0 || Time: 157844 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.04, 0.08, 0.18 | Gyro: -0.2, -3.8, 0.0 || MPU2 Acc: 0.12, 0.14, 0.02 | Gyro: 6.5, 1.5, -0.2 || Time: 157854 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.01, 0.10, 0.07 | Gyro: -0.4, -4.4, 0.2 || MPU2 Acc: 0.10, 0.23, 0.02 | Gyro: 8.1, 1.3, -2.5 || Time: 157864 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.02, 0.06, 0.27 | Gyro: -0.3, -4.5, -0.2 || MPU2 Acc: 0.22, 0.23, 0.31 | Gyro: 9.0, 1.1, -3.7 || Time: 157874 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.02, 0.15, 0.05 | Gyro: -0.3, -4.3, 0.1 || MPU2 Acc: 0.51, 0.23, 0.36 | Gyro: 8.1, 1.8, -4.0 || Time: 157884 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.02, 0.09, 0.18 | Gyro: -0.1, -4.3, -0.2 || MPU2 Acc: 0.66, 0.15, 0.38 | Gyro: 7.9, 1.7, -3.4 || Time: 157895 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.04, 0.11, 0.19 | Gyro: -0.3, -4.6, -0.2 || MPU2 Acc: 0.69, 0.16, 0.30 | Gyro: 8.0, 2.3, -2.8 || Time: 157905 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.03, 0.14, 0.16 | Gyro: 0.1, -4.3, -0.4 || MPU2 Acc: 0.57, 0.20, 0.38 | Gyro: 9.1, 3.1, -1.6 || Time: 157915 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.06, 0.06, 0.13 | Gyro: 0.4, -4.3, -0.4 || MPU2 Acc: 0.65, 0.12, 0.39 | Gyro: 8.5, 2.6, -1.1 || Time: 157926 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.08, 0.12, 0.16 | Gyro: 0.2, -4.6, -0.4 || MPU2 Acc: 0.69, 0.11, 0.40 | Gyro: 8.2, 2.7, -0.6 || Time: 157935 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.05, 0.13, 0.26 | Gyro: 0.1, -5.1, -0.2 || MPU2 Acc: 0.63, 0.18, 0.60 | Gyro: 8.9, 3.1, 0.4 || Time: 157945 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.08, 0.13, 0.21 | Gyro: 0.2, -4.9, -0.6 || MPU2 Acc: 0.54, 0.17, 0.39 | Gyro: 7.4, 3.9, 0.6 || Time: 157955 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.05, 0.10, 0.25 | Gyro: 0.5, -4.5, -0.8 || MPU2 Acc: 0.55, 0.25, 0.59 | Gyro: 8.1, 4.7, 1.0 || Time: 157965 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.08, 0.12, 0.11 | Gyro: 0.1, -5.3, -0.8 || MPU2 Acc: 0.67, 0.15, 0.46 | Gyro: 6.0, 5.6, 0.4 || Time: 157975 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.04, 0.13, 0.20 | Gyro: 0.6, -5.4, -0.9 || MPU2 Acc: 0.47, 0.25, 0.44 | Gyro: 8.0, 4.8, 1.2 || Time: 157985 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.07, 0.11, 0.12 | Gyro: 0.3, -5.8, -0.7 || MPU2 Acc: 0.69, 0.23, 0.63 | Gyro: 7.4, 5.4, 1.7 || Time: 157996 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -0.08, 0.09, 0.12 | Gyro: 0.5, -4.8, -1.0 || MPU2 Acc: 0.40, 0.17, 0.58 | Gyro: 8.3, 5.1, 2.3 || Time: 158006 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.02, 0.06, 0.37 | Gyro: 0.3, -4.7, -0.6 || MPU2 Acc: 0.45, 0.27, -0.06 | Gyro: 10.1, 5.1, 3.0 || Time: 158016 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.05, -0.06, 0.38 | Gyro: 0.1, -5.8, -0.3 || MPU2 Acc: 0.37, 0.25, -0.24 | Gyro: 10.9, 5.4, 3.6 || Time: 158027 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.16, 0.08, -0.10 | Gyro: 0.5, -6.3, -0.8 || MPU2 Acc: 0.75, 0.11, 1.48 | Gyro: 6.4, 6.4, 3.2 || Time: 158036 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.10, 0.05, 0.29 | Gyro: 0.2, -6.1, -0.6 || MPU2 Acc: 0.49, 0.10, 0.63 | Gyro: 9.1, 6.0, 3.5 || Time: 158046 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.04, 0.08, 0.30 | Gyro: 0.8, -7.9, -0.8 || MPU2 Acc: 0.32, 0.28, 0.55 | Gyro: 9.9, 4.7, 3.5 || Time: 158056 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.12, 0.05, 0.22 | Gyro: 0.7, -8.2, -0.8 || MPU2 Acc: 0.36, 0.31, 0.25 | Gyro: 9.5, 4.4, 3.2 || Time: 158066 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.04, 0.07, 0.31 | Gyro: 0.4, -9.0, -0.9 || MPU2 Acc: 0.38, 0.24, 0.46 | Gyro: 10.4, 4.9, 3.0 || Time: 158076 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.08, 0.11, 0.29 | Gyro: 0.5, -9.1, -0.9 || MPU2 Acc: 0.31, 0.14, 0.60 | Gyro: 12.0, 4.7, 3.1 || Time: 158086 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.12, 0.07, 0.33 | Gyro: 0.4, -9.6, -1.1 || MPU2 Acc: 0.36, 0.25, 0.57 | Gyro: 12.3, 4.9, 2.5 || Time: 158097 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.08, 0.05, 0.31 | Gyro: 0.1, -10.0, -1.2 || MPU2 Acc: 0.22, 0.22, 0.50 | Gyro: 12.2, 4.4, 1.4 || Time: 158107 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.09, 0.10, 0.43 | Gyro: 0.7, -10.6, -1.1 || MPU2 Acc: 0.38, 0.24, 0.60 | Gyro: 13.3, 4.4, 0.9 || Time: 158117 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.08, 0.10, 0.39 | Gyro: 0.4, -11.1, -1.0 || MPU2 Acc: 0.39, 0.22, 0.69 | Gyro: 13.8, 4.7, 1.1 || Time: 158128 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.12, 0.06, 0.27 | Gyro: 0.2, -11.6, -1.1 || MPU2 Acc: 0.47, 0.20, 0.64 | Gyro: 13.0, 4.7, 0.8 || Time: 158137 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.08, 0.01, 0.29 | Gyro: 0.4, -11.2, -1.1 || MPU2 Acc: 0.40, 0.25, 0.80 | Gyro: 14.1, 4.6, 0.9 || Time: 158147 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.12, 0.04, 0.36 | Gyro: 0.7, -10.7, -1.3 || MPU2 Acc: 0.35, 0.26, 0.79 | Gyro: 14.6, 4.3, 1.3 || Time: 158157 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.05, 0.12, 0.60 | Gyro: 0.7, -11.4, -1.2 || MPU2 Acc: 0.34, 0.26, 1.03 | Gyro: 13.5, 4.3, 1.0 || Time: 158167 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.04, 0.19, 0.49 | Gyro: 1.0, -10.8, -2.1 || MPU2 Acc: 0.34, -0.12, 1.01 | Gyro: 14.2, 4.4, 0.5 || Time: 158177 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.15, 0.25, 0.22 | Gyro: 3.1, -15.4, -7.7 || MPU2 Acc: 0.48, -0.54, -0.01 | Gyro: 13.8, 6.0, -1.1 || Time: 158187 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -0.05, 0.10, 0.59 | Gyro: 3.2, -15.5, -9.5 || MPU2 Acc: -0.15, -0.03, 1.09 | Gyro: 17.0, 4.5, -3.0 || Time: 158198 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -0.17, 0.45, 0.29 | Gyro: 4.3, -17.0, -15.6 || MPU2 Acc: 0.24, -1.39, 0.62 | Gyro: 17.5, 4.5, -6.0 || Time: 158207 ms
